##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	R1506023211_S5_L004_.non-rRNA.2.P.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	15702369
Sequences flagged as poor quality	0
Sequence length	20-76
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	29.91795639243989	32.0	32.0	32.0	27.0	32.0
2	30.34111101324902	32.0	32.0	32.0	27.0	32.0
3	33.00144029222597	37.0	32.0	37.0	27.0	37.0
4	34.32823938859162	37.0	32.0	37.0	27.0	37.0
5	35.03833593517004	37.0	37.0	37.0	32.0	37.0
6	38.08946771025442	42.0	37.0	42.0	32.0	42.0
7	38.3051343399203	42.0	37.0	42.0	32.0	42.0
8	38.31533286474162	42.0	37.0	42.0	32.0	42.0
9	38.430656100362945	42.0	37.0	42.0	32.0	42.0
10-11	38.63843200984513	42.0	37.0	42.0	32.0	42.0
12-13	38.967031949128184	42.0	37.0	42.0	32.0	42.0
14-15	38.99305340487159	42.0	37.0	42.0	32.0	42.0
16-17	38.88608467295603	42.0	37.0	42.0	32.0	42.0
18-19	38.84315611867228	42.0	37.0	42.0	32.0	42.0
20-21	38.84397694702014	42.0	37.0	42.0	32.0	42.0
22-23	38.80449768709375	42.0	37.0	42.0	32.0	42.0
24-25	38.76670438579694	42.0	37.0	42.0	32.0	42.0
26-27	38.88449149777395	42.0	37.0	42.0	32.0	42.0
28-29	38.899266283569474	42.0	37.0	42.0	32.0	42.0
30-31	38.860652929544415	42.0	37.0	42.0	32.0	42.0
32-33	38.93782674914169	42.0	37.0	42.0	32.0	42.0
34-35	39.01032804528532	42.0	37.0	42.0	32.0	42.0
36-37	38.89435692419407	42.0	37.0	42.0	32.0	42.0
38-39	38.82902900199468	42.0	37.0	42.0	32.0	42.0
40-41	38.78099090626379	42.0	37.0	42.0	32.0	42.0
42-43	38.80309240570975	42.0	37.0	42.0	32.0	42.0
44-45	38.82706837663477	42.0	37.0	42.0	32.0	42.0
46-47	38.81421559706657	42.0	37.0	42.0	32.0	42.0
48-49	38.79006563157841	42.0	37.0	42.0	32.0	42.0
50-51	38.69952586510316	42.0	37.0	42.0	32.0	42.0
52-53	38.757974624038184	42.0	37.0	42.0	32.0	42.0
54-55	38.68011026580673	42.0	37.0	42.0	32.0	42.0
56-57	38.631738569487354	42.0	37.0	42.0	32.0	42.0
58-59	38.649530101656936	42.0	37.0	42.0	32.0	42.0
60-61	38.6528327931954	42.0	37.0	42.0	32.0	42.0
62-63	38.63820681231918	42.0	37.0	42.0	32.0	42.0
64-65	38.60169920353766	42.0	37.0	42.0	32.0	42.0
66-67	38.46936436339932	42.0	37.0	42.0	32.0	42.0
68-69	38.48937780072162	42.0	37.0	42.0	32.0	42.0
70-71	38.57369989989648	42.0	37.0	42.0	32.0	42.0
72-73	38.543708711083895	42.0	37.0	42.0	32.0	42.0
74-75	38.67901380530155	42.0	37.0	42.0	32.0	42.0
76	39.05629246151204	42.0	37.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.002699354901714912
1101	2	-4.792590052010134
1101	3	-1.3984162413509793
1101	4	-0.11906945564997784
1101	5	-0.07806862605917786
1101	6	-0.09831983445106829
1101	7	0.23229244093924706
1101	8	0.09461429649567066
1101	9	0.1112833172000336
1101	10-11	-0.07392652455821747
1101	12-13	0.2307607208793101
1101	14-15	0.17587019394242986
1101	16-17	0.24168229791626317
1101	18-19	0.20108425805789665
1101	20-21	0.17801092440886634
1101	22-23	0.20610287728511167
1101	24-25	0.3054441170107509
1101	26-27	0.16035187448937194
1101	28-29	0.08757105763418593
1101	30-31	0.07193367090019365
1101	32-33	0.06945697040811893
1101	34-35	0.11474637200436888
1101	36-37	0.10155986049767307
1101	38-39	-0.03073217509856363
1101	40-41	-0.19350007875958397
1101	42-43	-0.07231454270903726
1101	44-45	-0.11872369399762306
1101	46-47	-0.1661325578891919
1101	48-49	0.08750456243917881
1101	50-51	-0.17616800968194468
1101	52-53	-0.060697230405374114
1101	54-55	-0.07485954455632537
1101	56-57	-0.06665230596815519
1101	58-59	-0.16829447446355061
1101	60-61	-0.02485683989884535
1101	62-63	-0.22597019947625085
1101	64-65	-0.10670529244175952
1101	66-67	-0.5565468639034066
1101	68-69	-0.1188159258203072
1101	70-71	-0.08007911557631076
1101	72-73	-0.052184949505296174
1101	74-75	0.0059369948599083955
1101	76	-0.17759728848945855
1102	1	0.012386256750623659
1102	2	0.34543153351321365
1102	3	-2.0905525898857036
1102	4	-0.14657349103799078
1102	5	-0.1574989270042053
1102	6	-0.05887998989934573
1102	7	0.05246226395240683
1102	8	0.0022596250969471043
1102	9	-0.17226554953349194
1102	10-11	-0.049653960350013904
1102	12-13	-0.01928386438768115
1102	14-15	-0.02054531601983456
1102	16-17	0.1590413806505282
1102	18-19	0.12508258099843772
1102	20-21	-0.03898621265093993
1102	22-23	-0.012202038718548636
1102	24-25	0.13019168317826058
1102	26-27	0.10502792774335035
1102	28-29	0.02594099948878892
1102	30-31	0.08258973045111873
1102	32-33	0.0696521333261444
1102	34-35	0.030190200983369664
1102	36-37	-0.028443773506666048
1102	38-39	0.21438518971012144
1102	40-41	0.03378418347392653
1102	42-43	0.0982082158900397
1102	44-45	0.16987650687446632
1102	46-47	0.1532225357661119
1102	48-49	0.18706017820120024
1102	50-51	0.2353538563620603
1102	52-53	0.20529417204507894
1102	54-55	0.1451185198745577
1102	56-57	0.03501134301179576
1102	58-59	-0.04090010073770145
1102	60-61	0.06760267452671087
1102	62-63	0.12419080620330192
1102	64-65	0.2545387096006735
1102	66-67	0.22874064876708644
1102	68-69	0.20555894191670632
1102	70-71	0.1896279263707541
1102	72-73	0.24366243995838488
1102	74-75	0.17474161066778038
1102	76	0.03779008247204274
1103	1	0.1169796032893764
1103	2	0.46321040506249744
1103	3	-1.4310599920163973
1103	4	-0.28897110553349137
1103	5	-0.1666234172506904
1103	6	-0.165601273655696
1103	7	-0.08651137466672054
1103	8	-0.07899382754549578
1103	9	-0.11815651402632454
1103	10-11	-0.09839898047693652
1103	12-13	-0.10252384802119252
1103	14-15	0.02656175854963294
1103	16-17	0.011317683613590646
1103	18-19	-0.019885117619118375
