ENST00000574871.1,0.248,4.591,MINK1008
ENST00000559487.2,229.771,0.611,CTD2262B20.1001
ENST00000397332.2,0.158,3.777,MYCL001
ENST00000242351.5,0.768,5.331,ZC3HAV1001
ENST00000254190.3,0.158,2.267,CHSY1001
ENST00000369842.4,1.333,12.972,EMD001
ENST00000317506.3,0.090,2.745,RANBP10001
ENST00000529898.1,411.005,1.209,CTR9005
ENST00000333677.6,0.813,6.429,ARHGEF37001
ENST00000361789.2,69829.072,2657.914,MTCYB201
ENST00000368222.3,21.886,227.513,CRABP2001
ENST00000540578.2,1.717,0.283,ANKRD12009
ENST00000258439.3,0.068,4.215,TMEM127001
ENST00000285243.6,0.339,4.104,ANKRD40001
ENST00000462537.3,11.000,1.222,CDKN1A003
ENST00000418997.1,5.895,1.107,YWHAZ007
ENST00000393164.2,35.619,0.571,ATP2B1003
ENST00000483726.1,5.827,0.106,UBN2002
ENST00000296411.6,0.181,9.802,METAP1001
ENST00000318129.5,0.136,5.636,GINS3001
ENST00000589960.1,31.192,0.452,UBL5006
ENST00000264170.4,1.762,35.158,KYNU001
ENST00000420826.2,6.934,67.297,SUMO2001
ENST00000395862.3,4.879,1.386,ATP6V1C1001
ENST00000595231.1,13.891,1.488,SNRNP70005
ENST00000224784.6,1.942,20.340,ACTA2001
ENST00000367090.3,0.271,3.706,TMEM181001
ENST00000256720.2,0.452,3.183,LPIN1001
ENST00000514799.1,15.720,0.035,SETP21001
ENST00000538945.1,1.016,9.107,STIP1003
ENST00000418146.1,497.917,0.177,EIF2B4005
ENST00000584577.1,18.408,478.757,RPL38008
ENST00000490523.1,15.155,2.794,EIF2AK1010
ENST00000356784.1,9.464,0.018,TAF7L002
ENST00000448368.1,3.772,0.474,LARP4B007
ENST00000379660.4,0.158,2.466,SLC35B3001
ENST00000559320.1,427.696,0.731,RP11454L9.2001
ENST00000418574.3,0.700,0.053,RP1169C13.1001
ENST00000481782.1,0.181,2.085,NASP003
ENST00000230431.6,2.304,22.186,DNPH1001
ENST00000485439.1,3.659,90.971,RPL35A004
ENST00000053243.1,2.756,0.097,TNFRSF17001
ENST00000225308.8,3.049,25.312,SLC25A39001
ENST00000594119.1,0.632,0.009,CTD3018O17.3005
ENST00000359204.4,3.298,0.598,FRA10AC1001
ENST00000411591.1,149.341,0.469,PCYT1A009
ENST00000573968.1,1.084,0.155,FOPNL002
ENST00000431061.2,79.210,2.059,ELL2201
ENST00000479242.1,12.197,0.035,DYNC2LI1007
ENST00000240316.4,97.031,7.261,COIL001
ENST00000519632.1,2.236,0.009,SHPRH003
ENST00000601655.1,119.414,15.461,RPS16003
ENST00000390265.2,18.092,1.032,IGKV1D33001
ENST00000511521.1,14.071,0.332,MRPL1003
ENST00000370994.4,0.068,2.816,SERBP1001
ENST00000324170.3,0.203,4.370,ZCCHC10001
ENST00000537185.1,4.043,81.686,SERPINB1201
ENST00000222254.8,0.542,5.853,PIK3R2001
ENST00000353258.3,1.423,8.501,GDE1001
ENST00000421865.2,1.129,0.182,LAMA2001
ENST00000515524.1,1992.978,2.471,NSA2003
ENST00000380922.3,2.055,0.018,IL4R202
ENST00000526608.1,2.281,97.886,RPS3021
ENST00000373304.3,0.971,0.089,CYSLTR1001
ENST00000327490.6,3.252,18.994,UBALD2001
ENST00000538155.1,500.650,5.959,ASUN002
ENST00000372134.3,2.959,23.731,GHITM001
ENST00000415066.1,32.615,0.398,TCEA1P4001
ENST00000433892.2,0.339,6.008,CD44005
ENST00000394457.3,0.045,2.090,AHSA2001
ENST00000263354.3,0.836,6.871,NAPA001
ENST00000382444.4,10.458,0.080,HSP90AB2P201
ENST00000395566.4,4.020,31.674,MDK005
ENST00000413684.1,1.852,0.031,AC027612.1001
ENST00000556611.1,4.359,1.235,ARHGAP5002
ENST00000554401.1,7934.036,16.191,HSP90AA1003
ENST00000394072.3,0.339,14.938,TNS4002
ENST00000009180.4,12.874,138.977,CD9001
ENST00000368954.5,0.542,4.405,CERS2001
ENST00000409753.3,2.394,14.518,HN1001
ENST00000412282.1,489.289,0.235,HMGN1P24001
ENST00000372538.3,33.044,6.840,COMTD1001
ENST00000423859.1,31.440,0.230,RANBP1008
ENST00000482541.2,1.129,0.137,CCNC005
ENST00000479889.1,54.524,3.489,GBP1004
ENST00000447648.2,0.226,1.700,TECPR1001
ENST00000586497.1,3.298,0.177,PLEKHJ1012
ENST00000380377.4,235.237,80.783,TBCA001
ENST00000265094.5,0.271,3.104,FBXW11002
ENST00000255174.2,1.807,13.712,OSER1001
ENST00000378720.3,0.294,33.365,ESD001
ENST00000504432.1,5.714,0.956,EIF4E005
ENST00000426248.3,3.072,0.620,PKP4003
ENST00000366690.4,0.587,7.783,RAB4A001
ENST00000280115.7,0.226,4.365,LYPD6B201
ENST00000483765.1,264.103,2.453,RPL21008
ENST00000532510.1,1.174,0.084,RP11693N9.2004
ENST00000225576.3,49.487,1.244,TVP23C001
ENST00000544835.3,6.482,1.023,FKBP8004
ENST00000568956.1,0.068,1.098,ZNF865001
ENST00000340385.5,4.585,53.975,PRDX6001
ENST00000301788.7,3.795,32.843,POLR2G001
ENST00000361813.5,1.649,13.464,SMG5001
ENST00000310421.4,0.136,1.412,VCPIP1001
ENST00000395748.3,0.045,39.909,AREG001
ENST00000519077.3,0.474,10.834,TUG1006
ENST00000312493.4,0.045,0.624,PEAK1201
ENST00000285968.6,0.045,3.551,NUP205001
ENST00000362079.2,147940.801,7348.047,MTCO3201
ENST00000538121.1,14.094,0.704,RP1198J23.2201
ENST00000395686.3,0.542,36.456,ERO1L001
ENST00000272139.4,1088.642,11.533,C1orf35001
ENST00000556045.1,9.102,2.453,DICER1014
ENST00000551062.1,7.228,0.106,TPK1013
ENST00000535670.1,1.423,0.031,GVINP1201
ENST00000469408.1,14.071,0.735,PUS7001
ENST00000359901.4,63.581,2.218,ANKRD36B001
ENST00000377017.1,36.793,2.745,TIMP1003
ENST00000341376.6,0.181,3.445,NFYA001
ENST00000295006.5,3.478,22.536,CAPN2001
ENST00000258341.4,1.333,10.542,LAMC1001
ENST00000548044.1,2.078,30.912,NAP1L1008
ENST00000374695.3,0.045,2.112,HSPG2001
ENST00000334705.7,0.316,11.936,FAM91A1001
ENST00000527559.2,3.749,0.044,NAV2202
ENST00000369633.2,3.907,29.221,RHOC201
ENST00000360612.4,1.897,15.474,PIM3001
ENST00000461003.1,2.959,0.226,ARHGAP30004
ENST00000434748.2,0.181,1.917,FBRSL1001
ENST00000521809.1,19.244,0.487,CCNE2007
ENST00000537363.1,13.552,0.739,KRI1006
ENST00000485575.1,10.570,0.115,SEMA4A008
ENST00000462668.1,0.361,10.396,SMC4008
ENST00000342228.3,0.542,14.469,SLC20A2001
ENST00000483404.1,0.136,1.775,TARBP1002
ENST00000323523.4,0.610,13.521,TMEM45A001
ENST00000309117.6,0.271,4.401,DSCR3001
ENST00000366759.4,0.248,3.201,SNAP47001
ENST00000367536.1,1.062,8.456,NCF2001
ENST00000342320.4,0.407,4.538,RBPJ003
ENST00000395405.1,0.226,4.250,ZWINT201
ENST00000398689.2,22.519,0.027,POLR3DP1001
ENST00000303562.4,1.084,84.843,FOS001
ENST00000360820.2,0.113,3.157,SCYL2001
ENST00000258436.5,0.113,2.373,MFSD9001
ENST00000367658.2,0.678,4.875,HECA001
ENST00000449423.2,0.723,5.796,ZYX201
ENST00000597564.1,49.419,0.275,ZNF544009
ENST00000285814.4,0.203,19.724,MKI67IP001
ENST00000217971.7,2.394,23.842,PGRMC1001
ENST00000545964.1,4.246,0.018,MDM1012
ENST00000392210.2,10.480,66.660,PPP1R14B002
ENST00000378863.4,2.891,0.571,CRLS1001
ENST00000554752.2,0.181,2.324,MAP3K9001
ENST00000527833.1,76.365,0.186,VIMP008
ENST00000361580.2,0.610,5.335,KIFAP3001
ENST00000485569.1,625.033,5.787,SEPT7010
ENST00000344222.5,4.156,0.261,ZNF550004
ENST00000487055.1,101.548,0.987,KIF3A005
ENST00000576826.1,87.432,1.342,CCDC64B004
ENST00000390598.2,407.346,0.328,IGHV37001
ENST00000211314.4,0.565,31.461,TMEM14A001
ENST00000439065.2,0.316,27.016,MYO1B201
ENST00000409292.1,3.320,41.388,LSM5005
ENST00000357618.5,0.136,1.837,HFE001
ENST00000395863.3,0.181,4.636,BMP7001
ENST00000321919.9,0.587,4.786,GLYR1001
ENST00000222266.2,1.107,13.384,PSENEN002
ENST00000407008.3,0.068,1.691,NLK001
ENST00000509797.1,28.143,0.465,RUFY1013
ENST00000413904.2,21.254,0.899,AC018737.1005
ENST00000435120.1,1.513,27.742,MLF2201
ENST00000371410.3,216.265,9.222,NKAP001
ENST00000274254.5,1.717,0.221,SKP2001
ENST00000458236.1,2.349,0.270,HLAFAS1002
ENST00000565929.1,8.944,0.080,CTD2012K14.6001
ENST00000367075.3,4.653,36.889,EZR001
ENST00000580180.1,10.887,69.431,C17orf76AS1026
ENST00000609205.1,27.375,0.266,MSN005
ENST00000396859.1,6.957,385.989,GAPDH003
ENST00000377540.1,2.010,0.058,TTC25201
ENST00000409261.1,6.302,1.102,NCKAP5001
ENST00000269214.5,0.113,2.028,ESCO1001
ENST00000289371.6,1484.355,26.020,EIF5B001
ENST00000529537.1,8.605,0.053,HERC2P9004
ENST00000308346.6,32.140,0.142,WDR52201
ENST00000307741.6,0.316,4.007,THOP1001
ENST00000263208.5,0.226,2.103,HIRA001
ENST00000503414.1,14.975,0.978,SPARCL1005
ENST00000373537.2,1.581,16.953,BLCAP001
ENST00000484623.1,22.044,0.066,CCDC66013
ENST00000372628.1,18.860,0.518,TCEAL3002
ENST00000361131.4,0.226,20.986,PPP1R14C001
ENST00000289816.5,0.361,3.391,ZNF276001
ENST00000264039.2,0.407,50.212,GPC1001
ENST00000528717.1,42.191,1.253,RP11315O6.1001
ENST00000432176.2,0.542,4.667,FAM126A001
ENST00000361660.4,65.952,0.336,TYW1002
ENST00000454295.2,0.158,1.922,MARVELD2002
ENST00000512556.1,0.226,5.216,PGM2004
ENST00000375119.3,0.158,2.488,C9orf156001
ENST00000450403.2,13.574,0.208,FAM63B004
ENST00000465461.2,6.731,0.536,CUX1014
ENST00000504325.1,12.061,97.935,GNB2L1007
ENST00000471377.1,138.522,1.443,HDGF004
ENST00000278949.4,0.384,4.432,MPZL3001
ENST00000205636.3,1.197,12.370,CMTM6001
ENST00000442218.2,0.158,3.347,SLC48A1001
ENST00000322507.8,0.068,1.922,COL12A1001
ENST00000355968.6,67.353,539.418,PPIA002
ENST00000380763.3,3.094,0.474,HCCS003
ENST00000476511.1,102.994,3.405,ZC3H6002
ENST00000590261.1,0.700,9.484,ILF3005
ENST00000374987.3,0.068,5.309,APEX2001
ENST00000304718.4,51.791,10.635,GGNBP2001
ENST00000361297.2,0.452,3.015,MAST2001
ENST00000481272.1,6.347,0.044,FSD1L007
ENST00000464927.1,23.558,0.381,ACBD3002
ENST00000496534.1,1.581,0.115,CAMK1002
ENST00000542151.1,5.692,1.700,KDM1A201
ENST00000366636.4,0.723,0.022,DISC1006
ENST00000391851.4,2.417,23.173,PRMT1001
ENST00000590114.1,937.222,26.861,NMT1005
ENST00000409185.1,0.542,11.193,FAM168B001
ENST00000256497.4,0.497,4.640,EDEM1001
ENST00000502313.1,35.732,0.133,HMGB1P21001
ENST00000269349.3,0.294,25.391,EIF4A3001
ENST00000423034.2,0.903,0.080,SEPT9008
ENST00000532872.1,23.196,1206.762,RPS3015
ENST00000301280.5,14.839,4.401,CHAF1A001
ENST00000397967.4,8.673,0.655,RNASE1001
ENST00000444326.1,1.242,0.027,CRYMAS1002
ENST00000532718.1,0.452,11.945,SLC39A4004
ENST00000437048.2,0.090,1.696,VPS53001
ENST00000511480.1,0.023,0.385,N4BP2002
ENST00000403568.2,0.836,0.031,AC011498.1201
ENST00000263388.2,0.384,14.212,NOTCH3001
ENST00000367109.2,0.158,2.417,DYRK3001
ENST00000333229.2,0.045,0.912,BRWD1001
ENST00000549740.1,3.817,0.111,PRR13012
ENST00000276682.4,2.146,76.404,EIF3H003
ENST00000538570.1,1.649,0.053,COL4A6203
ENST00000515371.1,52.559,0.390,NUDT9008
ENST00000431467.1,2.778,0.297,ING3006
ENST00000371752.1,0.316,2.488,ZNFX1001
ENST00000343537.7,0.474,8.585,TP53BP2001
ENST00000480048.1,19.040,0.447,ST13005
ENST00000550962.1,32.366,0.106,CEP290006
ENST00000454684.1,3.546,0.124,AC006042.8001
ENST00000276096.6,1.626,13.327,EBP002
ENST00000555997.1,0.723,6.991,ZFP36L1003
ENST00000422366.1,8.425,0.102,HCG25003
ENST00000282041.5,0.045,0.527,EPG5001
ENST00000533901.1,11.655,0.102,PLEKHA7016
ENST00000256495.3,0.655,18.675,BHLHE40001
ENST00000436342.2,0.113,1.527,EYA3201
ENST00000486741.1,8.380,1.452,HMGN1006
ENST00000373313.2,1.717,10.010,MAFB001
ENST00000375000.1,265.910,0.877,HP1BP3003
ENST00000490644.1,77.991,1.063,TCEAL4007
ENST00000276573.7,2.981,0.031,TRIM55004
ENST00000398782.2,7126.798,2.767,RRBP1003
ENST00000552635.1,7.589,0.173,TMBIM6021
ENST00000384659.1,409.762,48.808,RNU14201
ENST00000359943.3,2.078,43.159,FAM3C001
ENST00000377482.5,0.226,7.270,ERRFI1001
ENST00000373087.6,0.452,9.032,ZC3H12A001
ENST00000300231.5,3.659,0.509,MAP1A001
ENST00000430694.1,208.495,3.648,AC096579.7001
ENST00000496925.1,271.692,1.722,PSMD2018
ENST00000409882.1,0.474,24.555,GALNT3010
ENST00000276282.6,0.678,7.296,MFHAS1001
ENST00000379965.3,0.090,2.125,TRIM22001
ENST00000553251.1,0.068,1.510,ANKRD13A007
ENST00000380502.3,0.384,3.781,HAUS6001
ENST00000445535.1,0.271,3.963,HSPA7001
ENST00000444376.2,0.090,3.104,HNRNPU001
ENST00000508733.1,1145.672,0.762,SPINK5008
ENST00000358768.2,42.169,0.093,PARD3B002
ENST00000330836.5,0.271,22.199,DDX24001
ENST00000341193.5,1.920,0.310,HAP1002
ENST00000351004.3,0.136,12.879,GNAI1001
ENST00000566866.1,31.350,6.659,EIF3C010
ENST00000556034.1,7.476,0.173,RP11603B24.1001
ENST00000554442.1,7.634,0.908,PPP2R5C007
ENST00000308330.2,0.294,2.869,LEMD3001
ENST00000554584.1,23.964,0.018,SYNE2002
ENST00000376745.4,0.632,23.018,PPP1CA001
ENST00000439924.2,0.181,10.799,IST1011
ENST00000480022.1,2.213,0.248,CHD6003
ENST00000315588.5,0.610,4.733,MED29001
ENST00000506067.1,4.111,0.221,HIATL2002
ENST00000471372.1,80.588,1.249,SMC5003
ENST00000591123.1,1344.116,1.970,SAFB2005
ENST00000303531.7,4.653,0.071,PRKCB002
ENST00000554611.1,0.497,0.022,CYP46A1002
