GeneName,GeneID,pH7.4(control),pH4.8,5%NaCl,5mM H2O2
lmo1870,985824,0,0,0,0
lmo1871,985905,0,0,0,0
lmo1872,985820,0,0,0,0
lmo1873,985819,0,0,0,0
thyA,985817,0,0,0,0
lmo1875,985821,0,0,0,0
lmo1877,985815,0,0,0,0
lmo1878,985816,0,0,0,0
cspD,985814,0,0,0,0
lmo1880,985813,0,0,0,0
lmo1881,985812,0,0,0,0
rpsN,985810,0,0,0,0
lmo1883,986008,0,0,0,0
lmo1884,985809,0,0,0,0
lmo1885,985807,0,0,0,0
lmo1886,985806,0,0,0,0
lmo1887,985805,0,0,0,0
lmo1888,985801,0,0,0,0
lmo1889,985803,0,0,0,0
lmo1890,986335,0,0,0,0
recU,985797,0,0,0,0
pbpA,985798,0,0,0,0
lmo1893,985795,0,0,0,0
nth,985799,0,0,0,0
dnaD,985793,0,0,0,0
asnC,985792,0,0,0,0
aspB,985794,0,0,0,0
lmo1898,985789,0,0,0,0
dinG,985791,0,0,0,0
panD,985787,0,0,0,0
panC,985788,0,0,0,0
panB,985786,0,0,0,0
lmo1903,985782,0,0,0,0
birA,985785,0,0,0,0
cca,985781,0,0,0,0
mgsA,985777,0,0,0,0
dapB,985778,0,0,0,0
lmo1908,985779,0,0,0,0
lmo1909,985776,0,0,0,0
lmo1910,985775,0,0,0,0
lmo1911,985774,0,0,0,0
lmo1912,985772,0,0,0,0
lmo1913,985769,0,0,0,0
lmo1914,985770,0,0,0,0
lmo1915,985767,0,0,0,0
lmo1916,985771,0,0,0,0
pflA,985766,0,0,0,0
lmo1918,985765,0,0,0,0
lmo1919,985763,0,0,0,0
lmo1920,985761,0,0,0,0
lmo1921,985800,0,0,0,0
lmo1922,985760,0,0,0,0
aroE,985759,0,0,0,0
tyrA,985915,0,0,0,0
hisC,985756,0,0,0,0
lmo1926,985757,0,0,0,0
aroB,985753,0,0,0,0
aroF,985751,0,0,0,0
ndk,984899,0,0,0,0
lmo1930,987985,0,0,0,0
ubiE,987989,0,0,0,0
lmo1932,987988,0,0,0,0
folE,987987,0,0,0,0
hup,987986,0,0,0,0
lmo1935,984896,0,0,0,0
gpsA,985475,0,0,0,0
engA,986528,0,0,0,0
rpsA,987984,0,0,0,0
cmk,984888,0,0,0,0
lmo1940,987982,0,0,0,0
lmo1941,987990,0,0,0,0
recS,987981,0,0,0,0
lmo1943,984735,0,0,0,0
lmo1944,984673,0,0,0,0
lmo1945,984894,0,0,0,0
lmo1946,987980,0,0,0,0
resE,984890,0,0,0,0
resD,984889,0,0,0,0
lmo1949,984426,0,0,0,0
lmo1950,985025,0,0,0,0
scpA,987973,0,0,0,0
lysA,987983,0,0,0,0
pnp,987976,0,0,0,0
drm,987977,0,0,0,0
lmo1955,987975,0,0,0,0
fur,987991,0,0,0,0
fhuG,987994,0,0,0,0
fhuB,984897,0,0,0,0
lmo1959,984885,0,0,0,0
fhuC,984884,0,0,0,0
lmo1961,984397,0,0,0,0
lmo1962,987974,0,0,0,0
lmo1963,987995,0,0,0,0
lmo1964,987972,0,0,0,0
lmo1965,987969,0,0,0,0
lmo1966,987970,0,0,0,0
lmo1967,987886,0,0,0,0
lmo1968,984877,0,0,0,0
lmo1969,984879,0,0,0,0
lmo1970,984875,0,0,0,0
ulaA,984874,0,0,0,0
lmo1972,984873,0,0,0,0
lmo1973,987968,0,0,0,0
lmo1974,984870,0,0,0,0
lmo1975,985427,0,0,0,0
lmo1976,984869,0,0,0,0
lmo1977,984866,0,0,0,0
lmo1978,984868,0,0,0,0
lmo1979,987964,0,0,0,0
lmo1980,987966,0,0,0,0
lmo1981,987963,0,0,0,0
lmo1982,984865,0,0,0,0
ilvD,984864,0,0,0,0
ilvB,984805,0,0,0,0
ilvH,987961,0,0,0,0
ilvC,986504,0,0,0,0
leuA,984863,0,0,0,0
leuB,984909,0,0,0,0
leuC,985310,0,0,0,0
leuD,984859,0,0,0,0
ilvA,987960,0,0,0,0
lmo1992,986230,0,0,0,0
pdp,984377,0,0,0,0
lmo1994,984855,0,0,0,0
dra,984581,0,0,0,0
lmo1996,984762,0,0,0,0
lmo1997,984854,0,0,0,0
lmo1998,987959,0,0,0,0
lmo1999,984760,0,0,0,0
lmo2000,984850,0,0,0,0
lmo2001,987965,0,0,0,0
lmo2002,984415,0,0,0,0
lmo2003,984849,0,0,0,0
lmo2004,987958,0,0,0,0
lmo2005,987954,0,0,0,0
alsS,987957,0,0,0,0
lmo2007,987956,0,0,0,0
lmo2008,985318,0,0,0,0
lmo2009,984845,0,0,0,0
lmo2010,984844,0,0,0,0
lmo2011,987955,0,0,0,0
lmo2012,987952,0,0,0,0
lmo2013,986399,0,0,0,0
lmo2014,984835,0,0,0,0
lmo2015,984770,0,0,0,0
cspB,985343,0,0,0,0
lmo2017,987951,0,0,0,0
dapF,985823,0,0,0,0
ileS,986874,0,0,0,0
divIVA,984838,0,0,0,0
lmo2021,984837,0,0,0,0
lmo2022,987950,0,0,0,0
nadB,986699,0,0,0,0
nadC,984833,0,0,0,0
nadA,987946,0,0,0,0
lmo2026,984839,0,0,0,0
lmo2027,987947,0,0,0,0
lmo2028,987967,0,0,0,0
lmo2029,987945,0,0,0,0
lmo2030,984817,0,0,0,0
lmo2031,987935,0,0,0,0
ftsZ,987944,0,0,0,0
ftsA,987943,0,0,0,0
divIB,988005,0,0,0,0
murG,984828,0,0,0,0
murD,987942,0,0,0,0
mraY,984374,0,0,0,0
murE,987940,0,0,0,0
pbpB,984823,0,0,0,0
ftsL,987937,0,0,0,0
mraW,984957,0,0,0,0
lmo2042,985262,0,0,0,0
lmo2043,987936,0,0,0,0
lmo2044,984734,0,0,0,0
lmo2045,985261,0,0,0,0
lmo2046,986332,0,0,0,0
rpmF,984819,0,0,0,0
lmo2048,987933,0,0,0,0
lmo2049,987928,0,0,0,0
lmo2050,987929,0,0,0,0
lmo2051,987932,0,0,0,0
coaD,987934,0,0,0,0
lmo2053,984808,0,0,0,0
lmo2054,984727,0,0,0,0
lmo2055,984919,0,0,0,0
lmo2056,984807,0,0,0,0
ctaB,984806,0,0,0,0
ctaA,984460,0,0,0,0
lmo2059,988010,0,0,0,0
lmo2060,984801,0,0,0,0
lmo2061,987917,0,0,0,0
lmo2062,987920,0,0,0,0
lmo2063,984792,0,0,0,0
mscL,984800,0,0,0,0
lmo2065,987927,0,0,0,0
lmo2066,984796,0,0,0,0
lmo2067,984795,0,0,0,0
groEL,987925,0,0,0,0
groES,985586,0,0,0,0
lmo2070,986695,0,0,0,0
lmo2071,985572,0,0,0,0
lmo2072,984371,0,0,0,0
lmo2073,984372,0,0,0,0
lmo2074,987923,0,0,0,0
gcp,984790,0,0,0,0
lmo2076,984782,0,0,0,0
lmo2077,987921,0,0,0,0
lmo2078,987047,0,0,0,0
lmo2079,984776,0,0,0,0
lmo2080,984774,0,0,0,0
lmo2081,987918,0,0,0,0
lmo2082,984773,0,0,0,0
lmo2083,984857,0,0,0,0
lmo2084,984631,0,0,0,0
lmo2085,984772,0,0,0,0
lmo2086,987915,0,0,0,0
lmo2087,984768,0,0,0,0
lmo2088,984767,0,0,0,0
lmo2089,984766,0,0,0,0
argG,984368,0,0,0,0
argH,987914,0,0,0,0
betL,987924,0,0,0,0
lmo2093,987913,0,0,0,0
lmo2094,984726,0,0,0,0
lmo2095,984758,0,0,0,0
lmo2096,987825,0,0,0,0
lmo2097,984387,0,0,0,0
lmo2098,984757,0,0,0,0
lmo2099,987911,0,0,0,0
lmo2100,987909,0,0,0,0
lmo2101,984461,0,0,0,0
lmo2102,984751,0,0,0,0
eutD,987908,0,0,0,0
lmo2104,984430,0,0,0,0
lmo2105,987907,0,0,0,0
lmo2106,984749,0,0,0,0
lmo2107,984748,0,0,0,0
lmo2108,988008,0,0,0,0
lmo2109,984746,0,0,0,0
lmo2110,987919,0,0,0,0
lmo2111,984745,0,0,0,0
lmo2112,985597,0,0,0,0
lmo2113,984744,0,0,0,0
lmo2114,987889,0,0,0,0
lmo2115,987993,0,0,0,0
lmo2116,984743,0,0,0,0
lmo2117,984741,0,0,0,0
glmM,984740,0,0,0,0
lmo2119,985280,0,0,0,0
lmo2120,984739,0,0,0,0
lmo2121,987891,0,0,0,0
lmo2122,984733,0,0,0,0
lmo2123,984732,0,0,0,0
lmo2124,987890,0,0,0,0
lmo2125,987894,0,0,0,0
lmo2126,984730,0,0,0,0
lmo2127,984729,0,0,0,0
lmo2128,987887,0,0,0,0
lmo2129,984728,0,0,0,0
lmo2130,984779,0,0,0,0
lmo2131,984721,0,0,0,0
lmo2132,985218,0,0,0,0
lmo2133,984718,0,0,0,0
lmo2134,986514,0,0,0,0
lmo2135,984713,0,0,0,0
lmo2136,984934,0,0,0,0
lmo2137,986283,0,0,0,0
lmo2138,984707,0,0,0,0
lmo2139,984576,0,0,0,0
lmo2140,988001,0,0,0,0
lmo2141,984706,0,0,0,0
lmo2142,985289,0,0,0,0
lmo2143,984703,0,0,0,0
lmo2144,984704,0,0,0,0
lmo2145,985144,0,0,0,0
lmo2146,984701,0,0,0,0
lmo2147,984698,0,0,0,0
lmo2148,984697,0,0,0,0
lmo2149,984696,0,0,0,0
lmo2150,984695,0,0,0,0
lmo2151,984692,0,0,0,0
lmo2152,984598,0,0,0,0
lmo2153,985637,0,0,0,0
nrdF,984690,0,0,0,0
lmo2155,984725,0,0,0,0
lmo2156,988000,0,0,0,0
sepA,987998,0,0,0,0
lmo2158,984441,0,0,0,0
lmo2159,986640,0,0,0,0
lmo2160,984686,0,0,0,0
lmo2161,984682,0,0,0,0
lmo2162,984679,0,0,0,0
lmo2163,986812,0,0,0,0
lmo2164,986022,0,0,0,0
lmo2165,985896,0,0,0,0
lmo2166,984431,0,0,0,0
lmo2167,984677,0,0,0,0
lmo2168,984676,0,0,0,0
lmo2169,985889,0,0,0,0
lmo2170,984604,0,0,0,0
lmo2171,984675,0,0,0,0
lmo2172,984671,0,0,0,0
lmo2173,984670,0,0,0,0
lmo2174,986302,0,0,0,0
fabG,984669,0,0,0,0
lmo2176,984665,0,0,0,0
lmo2177,984664,0,0,0,0
lmo2178,984662,0,0,0,0
lmo2179,984658,0,0,0,0
lmo2180,984657,0,0,0,0
lmo2181,984655,0,0,0,0
lmo2182,984654,0,0,0,0
lmo2183,984509,0,0,0,0
lmo2184,984651,0,0,0,0
lmo2185,984803,0,0,0,0
lmo2186,984742,0,0,0,0
lmo2187,984649,0,0,0,0
lmo2188,984648,0,0,0,0
lmo2189,988007,0,0,0,0
mecA,984925,0,0,0,0
spxA,988006,0,0,0,0
lmo2192,984647,0,0,0,0
lmo2193,984646,0,0,0,0
lmo2194,984644,0,0,0,0
lmo2195,984916,0,0,0,0
lmo2196,984918,0,0,0,0
lmo2197,984643,0,0,0,0
trpS,984829,0,0,0,0
lmo2199,984811,0,0,0,0
lmo2200,984642,0,0,0,0
lmo2201,985883,0,0,0,0
lmo2202,984640,0,0,0,0
lmo2203,984639,0,0,0,0
lmo2204,986280,0,0,0,0
lmo2205,986282,0,0,0,0
clpB,985416,0,0,0,0
lmo2207,984638,0,0,0,0
lmo2208,984636,0,0,0,0
lmo2209,984635,0,0,0,0
lmo2210,984633,0,0,0,0
hemH,984632,0,0,0,0
hemE,984388,0,0,0,0
lmo2213,984794,0,0,0,0
lmo2214,985371,0,0,0,0
lmo2215,984629,0,0,0,0
lmo2216,984814,0,0,0,0
lmo2217,984627,0,0,0,0
lmo2218,985873,0,0,0,0
lmo2219,984626,0,0,0,0
lmo2220,986701,0,0,0,0
lmo2221,984625,0,0,0,0
lmo2222,984624,0,0,0,0
lmo2223,987403,0,0,0,0
lmo2224,985253,0,0,0,0
fumC,987997,0,0,0,0
lmo2226,985438,0,0,0,0
lmo2227,984938,0,0,0,0
lmo2228,985739,0,0,0,0
lmo2229,984619,0,0,0,0
lmo2230,986212,0,0,0,0
lmo2231,984616,0,0,0,0
lmo2232,984442,0,0,0,0
lmo2233,986617,0,0,0,0
lmo2234,984614,0,0,0,0
lmo2235,984612,0,0,0,0
lmo2236,984609,0,0,0,0
lmo2237,987939,0,0,0,0
lmo2238,984611,0,0,0,0
lmo2239,984668,0,0,0,0
lmo2240,984621,0,0,0,0
lmo2241,984595,0,0,0,0
lmo2242,985837,0,0,0,0
lmo2243,984592,0,0,0,0
lmo2244,984802,0,0,0,0
lmo2245,984591,0,0,0,0
lmo2246,984843,0,0,0,0
lmo2247,984590,0,0,0,0
lmo2248,984588,0,0,0,0
lmo2249,984840,0,0,0,0
arpJ,984583,0,0,0,0
lmo2251,984693,0,0,0,0
lmo2252,984582,0,0,0,0
lmo2253,984901,0,0,0,0
lmo2254,984903,0,0,0,0
lmo2255,985217,0,0,0,0
lmo2256,986867,0,0,0,0
lmo2257,985845,0,0,0,0
lmo2258,984575,0,0,0,0
lmo2259,984570,0,0,0,0
lmo2260,984702,0,0,0,0
lmo2261,987996,0,0,0,0
lmo2262,984566,0,0,0,0
lmo2263,984709,0,0,0,0
lmo2264,984563,0,0,0,0
lmo2265,984574,0,0,0,0
lmo2266,984562,0,0,0,0
lmo2267,985303,0,0,0,0
addB,984656,0,0,0,0
lmo2269,988009,0,0,0,0
comK%27,986337,0,0,0,0
lmo2271,985827,0,0,0,0
lmo2272,984555,0,0,0,0
lmo2273,985897,0,0,0,0
lmo2274,985490,0,0,0,0
lmo2275,984548,0,0,0,0
lmo2276,984564,0,0,0,0
lmo2277,984920,0,0,0,0
lysA,984524,0,0,0,0
lmo2279,984545,0,0,0,0
lmo2280,988004,0,0,0,0
lmo2281,984541,0,0,0,0
lmo2282,984600,0,0,0,0
lmo2283,984481,0,0,0,0
lmo2284,986498,0,0,0,0
lmo2285,987978,0,0,0,0
lmo2286,986372,0,0,0,0
lmo2287,984538,0,0,0,0
lmo2288,984603,0,0,0,0
lmo2289,984536,0,0,0,0
lmo2290,986224,0,0,0,0
lmo2291,984534,0,0,0,0
lmo2292,984530,0,0,0,0
lmo2293,985592,0,0,0,0
lmo2294,984580,0,0,0,0
lmo2295,984520,0,0,0,0
lmo2296,986052,0,0,0,0
lmo2297,985222,0,0,0,0
lmo2298,984594,0,0,0,0
lmo2299,984584,0,0,0,0
lmo2300,984593,0,0,0,0
lmo2301,985295,0,0,0,0
lmo2302,984881,0,0,0,0
lmo2303,984511,0,0,0,0
lmo2304,984687,0,0,0,0
lmo2305,984560,0,0,0,0
lmo2306,984507,0,0,0,0
lmo2307,985885,0,0,0,0
lmo2308,984487,0,0,0,0
lmo2309,984390,0,0,0,0
lmo2310,985397,0,0,0,0
lmo2311,985523,0,0,0,0
lmo2312,984469,0,0,0,0
lmo2313,984501,0,0,0,0
lmo2314,984495,0,0,0,0
lmo2315,984491,0,0,0,0
lmo2316,984490,0,0,0,0
lmo2317,984715,0,0,0,0
lmo2318,984489,0,0,0,0
lmo2319,984557,0,0,0,0
lmo2320,986602,0,0,0,0
lmo2321,984486,0,0,0,0
lmo2322,984678,0,0,0,0
lmo2323,986266,0,0,0,0
lmo2324,986505,0,0,0,0
lmo2325,984475,0,0,0,0
lmo2326,984477,0,0,0,0
lmo2327,984480,0,0,0,0
lmo2328,988011,0,0,0,0
lmo2329,988012,0,0,0,0
lmo2330,985317,0,0,0,0
lmo2331,985570,0,0,0,0
int,986704,0,0,0,0
lmo2334,984993,0,0,0,0
fruA,984474,0,0,0,0
fruB,984473,0,0,0,0
lmo2337,986688,0,0,0,0
pepC,984466,0,0,0,0
lmo2339,984799,0,0,0,0
lmo2340,984465,0,0,0,0
lmo2341,984892,0,0,0,0
lmo2342,984459,0,0,0,0
lmo2343,984458,0,0,0,0
lmo2344,984568,0,0,0,0
lmo2345,987930,0,0,0,0
lmo2346,984455,0,0,0,0
lmo2347,984476,0,0,0,0
lmo2348,984447,0,0,0,0
lmo2349,985790,0,0,0,0
lmo2350,984858,0,0,0,0
lmo2351,984660,0,0,0,0
lmo2352,986168,0,0,0,0
lmo2353,984445,0,0,0,0
lmo2354,984444,0,0,0,0
lmo2355,985985,0,0,0,0
lmo2356,984439,0,0,0,0
lmo2357,984422,0,0,0,0
lmo2358,984434,0,0,0,0
lmo2359,984722,0,0,0,0
lmo2360,984433,0,0,0,0
lmo2361,984432,0,0,0,0
lmo2362,984369,0,0,0,0
lmo2363,985123,0,0,0,0
lmo2364,984429,0,0,0,0
lmo2365,984424,0,0,0,0
lmo2366,984418,0,0,0,0
pgi,984404,0,0,0,0
lmo2368,985492,0,0,0,0
lmo2369,984425,0,0,0,0
lmo2370,984540,0,0,0,0
lmo2371,984414,0,0,0,0
lmo2372,984413,0,0,0,0
lmo2373,984403,0,0,0,0
lmo2374,984416,0,0,0,0
lmo2375,987941,0,0,0,0
lmo2376,985762,0,0,0,0
lmo2377,987926,0,0,0,0
lmo2378,984923,0,0,0,0
lmo2379,984386,0,0,0,0
lmo2380,987938,0,0,0,0
lmo2381,985605,0,0,0,0
lmo2382,984482,0,0,0,0
lmo2383,987601,0,0,0,0
lmo2384,987553,0,0,0,0
lmo2385,987552,0,0,0,0
lmo2386,987551,0,0,0,0
lmo2387,987550,0,0,0,0
lmo2388,987547,0,0,0,0
lmo2389,987546,0,0,0,0
lmo2390,987545,0,0,0,0
lmo2391,987544,0,0,0,0
lmo2392,987541,0,0,0,0
lmo2393,987540,0,0,0,0
lmo2394,987505,0,0,0,0
lmo2395,987504,0,0,0,0
lmo2396,987503,0,0,0,0
lmo2397,987502,0,0,0,0
ltrC,987501,0,0,0,0
lmo2399,987500,0,0,0,0
lmo2400,987499,0,0,0,0
lmo2401,987498,0,0,0,0
lmo2402,987497,0,0,0,0
lmo2403,987496,0,0,0,0
lmo2404,987494,0,0,0,0
lmo2405,987492,0,0,0,0
lmo2406,987489,0,0,0,0
lmo2407,987488,0,0,0,0
lmo2408,987486,0,0,0,0
lmo2409,987484,0,0,0,0
lmo2410,987480,0,0,0,0
lmo2411,987479,0,0,0,0
lmo2412,987478,0,0,0,0
lmo2413,987477,0,0,0,0
lmo2414,987475,0,0,0,0
lmo2415,987473,0,0,0,0
lmo2416,987472,0,0,0,0
lmo2417,987469,0,0,0,0
lmo2418,987468,0,0,0,0
lmo2419,987467,0,0,0,0
lmo2420,987465,0,0,0,0
lmo2421,987464,0,0,0,0
lmo2422,987463,0,0,0,0
lmo2423,987460,0,0,0,0
lmo2424,987459,0,0,0,0
lmo2425,987446,0,0,0,0
lmo2426,987443,0,0,0,0
lmo2427,987438,0,0,0,0
lmo2428,987433,0,0,0,0
lmo2429,987431,0,0,0,0
lmo2430,987428,0,0,0,0
lmo2431,987425,0,0,0,0
lmo2432,987423,0,0,0,0
lmo2433,987422,0,0,0,0
lmo2434,987419,0,0,0,0
lmo2435,987418,0,0,0,0
lmo2436,987417,0,0,0,0
lmo2437,987416,0,0,0,0
lmo2438,987412,0,0,0,0
lmo2439,987411,0,0,0,0
lmo2440,987409,0,0,0,0
lmo2441,987408,0,0,0,0
lmo2442,987407,0,0,0,0
lmo2443,987405,0,0,0,0
lmo2444,987402,0,0,0,0
lmo2445,987394,0,0,0,0
lmo2446,987393,0,0,0,0
lmo2447,987392,0,0,0,0
smpB,987391,0,0,0,0
lmo2449,987390,0,0,0,0
lmo2450,987389,0,0,0,0
secG,987386,0,0,0,0
lmo2452,987385,0,0,0,0
lmo2453,987384,0,0,0,0
lmo2454,987383,0,0,0,0
eno,987382,0,0,0,0
pgm,987381,0,0,0,0
tpiA,987380,0,0,0,0
pgk,987378,0,0,0,0
gap,987377,0,0,0,0
lmo2460,987376,0,0,0,0
sigL,987375,0,0,0,0
lmo2462,987372,0,0,0,0
lmo2463,987371,0,0,0,0
lmo2464,987370,0,0,0,0
lmo2465,987367,0,0,0,0
lmo2466,987366,0,0,0,0
lmo2467,987365,0,0,0,0
clpP,987364,0,0,0,0
lmo2469,987361,0,0,0,0
lmo2470,987359,0,0,0,0
lmo2471,987354,0,0,0,0
lmo2472,987353,0,0,0,0
lmo2473,987352,0,0,0,0
lmo2474,987349,0,0,0,0
lmo2475,987347,0,0,0,0
lmo2476,987343,0,0,0,0
galE,987341,0,0,0,0
trxB,987338,0,0,0,0
lmo2479,987336,0,0,0,0
lmo2480,987334,0,0,0,0
lmo2481,987333,0,0,0,0
lgt,987331,0,0,0,0
lmo2483,987330,0,0,0,0
lmo2484,987328,0,0,0,0
lmo2485,987327,0,0,0,0
lmo2486,987324,0,0,0,0
lmo2487,987322,0,0,0,0
uvrA,987320,0,0,0,0
uvrB,987319,0,0,0,0
lmo2490,987317,0,0,0,0
lmo2491,987316,0,0,0,0
lmo2492,987892,0,0,0,0
lmo2493,987893,0,0,0,0
lmo2494,987895,0,0,0,0
lmo2495,987314,0,0,0,0
lmo2496,987313,0,0,0,0
lmo2497,987312,0,0,0,0
lmo2498,987897,0,0,0,0
lmo2499,987906,0,0,0,0
phoR,987900,0,0,0,0
phoP,987904,0,0,0,0
lmo2502,987905,0,0,0,0
lmo2503,987903,0,0,0,0
lmo2504,987901,0,0,0,0
spl,987309,0,0,0,0
ftsX,987902,0,0,0,0
ftsE,987308,0,0,0,0
lmo2508,984634,0,0,0,0
prfB,986491,0,0,0,0
secA,985470,0,0,0,0
lmo2511,986743,0,0,0,0
comFC,987303,0,0,0,0
comFA,987745,0,0,0,0
lmo2514,985904,0,0,0,0
lmo2515,987300,0,0,0,0
lmo2516,987299,0,0,0,0
lmo2517,987297,0,0,0,0
lmo2518,984500,0,0,0,0
lmo2519,986488,0,0,0,0
lmo2520,987296,0,0,0,0
lmo2521,984554,0,0,0,0
lmo2522,987898,0,0,0,0
lmo2523,987294,0,0,0,0
fabZ,987293,0,0,0,0
mbl,986838,0,0,0,0
murA,984514,0,0,0,0
lmo2527,987291,0,0,0,0
atpC,987290,0,0,0,0
atpD,986860,0,0,0,0
atpG,986487,0,0,0,0
atpA,986486,0,0,0,0
atpH,986758,0,0,0,0
atpF,987284,0,0,0,0
atpE,987281,0,0,0,0
atpB,987279,0,0,0,0
atpI,986740,0,0,0,0
lmo2537,987487,0,0,0,0
upp,986484,0,0,0,0
glyA,986768,0,0,0,0
lmo2540,987277,0,0,0,0
lmo2541,986761,0,0,0,0
lmo2542,986635,0,0,0,0
prfA,986736,0,0,0,0
lmo2544,986601,0,0,0,0
thrB,984754,0,0,0,0
thrC,986503,0,0,0,0
hom,987269,0,0,0,0
rpmE2,987268,0,0,0,0
gtcA,984958,0,0,0,0
lmo2550,987266,0,0,0,0
rho,987264,0,0,0,0
murZ,987263,0,0,0,0
lmo2553,987259,0,0,0,0
lmo2554,987257,0,0,0,0
lmo2555,986734,0,0,0,0
fbaA,986313,0,0,0,0
lmo2557,987255,0,0,0,0
ami,987254,0,0,0,0
pyrG,987251,0,0,0,0
lmo2560,987250,0,0,0,0
argS,984764,0,0,0,0
lmo2562,987249,0,0,0,0
lmo2563,987248,0,0,0,0
lmo2564,987247,0,0,0,0
lmo2565,984565,0,0,0,0
lmo2566,984810,0,0,0,0
lmo2567,984546,0,0,0,0
lmo2568,987246,0,0,0,0
lmo2569,987245,0,0,0,0
lmo2570,984821,0,0,0,0
lmo2571,987244,0,0,0,0
lmo2572,985849,0,0,0,0
lmo2573,987242,0,0,0,0
lmo2574,987241,0,0,0,0
lmo2575,986612,0,0,0,0
lmo2576,986661,0,0,0,0
lmo2577,987240,0,0,0,0
lmo2578,987239,0,0,0,0
lmo2579,987238,0,0,0,0
lmo2580,987237,0,0,0,0
lmo2581,985386,0,0,0,0
lmo2582,985564,0,0,0,0
lmo2583,987235,0,0,0,0
lmo2584,987234,0,0,0,0
lmo2585,987233,0,0,0,0
lmo2586,987231,0,0,0,0
lmo2587,987227,0,0,0,0
lmo2588,987224,0,0,0,0
lmo2589,987223,0,0,0,0
lmo2590,985589,0,0,0,0
lmo2591,984569,0,0,0,0
lmo2592,987219,0,0,0,0
lmo2593,987218,0,0,0,0
lmo2594,987217,0,0,0,0
lmo2595,986306,0,0,0,0
rpsI,987216,0,0,0,0
rplM,984622,0,0,0,0
truA,986311,0,0,0,0
lmo2599,987215,0,0,0,0
cbiO,986309,0,0,0,0
cbiO,987213,0,0,0,0
lmo2602,987211,0,0,0,0
lmo2603,987210,0,0,0,0
lmo2604,987206,0,0,0,0
rplQ,987205,0,0,0,0
rpoA,984700,0,0,0,0
rpsK,985385,0,0,0,0
rpsM,984551,0,0,0,0
rpmJ,985422,0,0,0,0
infA,984951,0,0,0,0
adk,984533,0,0,0,0
secY,984663,0,0,0,0
rplO,987200,0,0,0,0
rpmD,987199,0,0,0,0
rpsE,987198,0,0,0,0
rplR,987197,0,0,0,0
rplF,987196,0,0,0,0
rpsH,987195,0,0,0,0
rpsN,987193,0,0,0,0
rplE,987192,0,0,0,0
rplX,987191,0,0,0,0
rplN,987190,0,0,0,0
rpsQ,987189,0,0,0,0
rpmC,987188,0,0,0,0
rplP,985437,0,0,0,0
rpsC,987185,0,0,0,0
rplV,985550,0,0,0,0
rpsS,984385,0,0,0,0
rplB,985132,0,0,0,0
rplW,984375,0,0,0,0
rplD,987182,0,0,0,0
rplC,987181,0,0,0,0
rpsJ,987179,0,0,0,0
lmo2634,987178,0,0,0,0
lmo2635,987177,0,0,0,0
lmo2636,987176,0,0,0,0
lmo2637,987175,0,0,0,0
lmo2638,986300,0,0,0,0
lmo2639,984401,0,0,0,0
lmo2640,984437,0,0,0,0
lmo2641,986303,0,0,0,0
lmo2642,984410,0,0,0,0
lmo2643,985362,0,0,0,0
lmo2644,986304,0,0,0,0
lmo2646,985483,0,0,0,0
lmo2647,987172,0,0,0,0
lmo2648,987171,0,0,0,0
ulaA,987170,0,0,0,0
lmo2650,987169,0,0,0,0
lmo2651,984393,0,0,0,0
lmo2652,985080,0,0,0,0
tuf,987166,0,0,0,0
fus,986619,0,0,0,0
rpsG,987165,0,0,0,0
rpsL,987164,0,0,0,0
lmo2657,985613,0,0,0,0
lmo2658,984905,0,0,0,0
lmo2659,985991,0,0,0,0
lmo2660,986863,0,0,0,0
lmo2661,984667,0,0,0,0
lmo2662,984684,0,0,0,0
lmo2663,984376,0,0,0,0
lmo2664,987161,0,0,0,0
lmo2665,987160,0,0,0,0
lmo2666,987159,0,0,0,0
lmo2667,987158,0,0,0,0
lmo2668,987157,0,0,0,0
lmo2669,987156,0,0,0,0
lmo2670,984436,0,0,0,0
lmo2671,987155,0,0,0,0
lmo2672,987154,0,0,0,0
lmo2673,987153,0,0,0,0
lmo2674,987152,0,0,0,0
lmo2675,986871,0,0,0,0
lmo2676,986864,0,0,0,0
lmo2677,984427,0,0,0,0
lmo2678,984408,0,0,0,0
lmo2679,987151,0,0,0,0
kdpC,987150,0,0,0,0
kdpB,987149,0,0,0,0
kdpA,987148,0,0,0,0
lmo2683,987143,0,0,0,0
lmo2684,987141,0,0,0,0
lmo2685,987140,0,0,0,0
lmo2686,986869,0,0,0,0
lmo2687,987138,0,0,0,0
lmo2688,985360,0,0,0,0
lmo2689,987136,0,0,0,0
lmo2690,987134,0,0,0,0
murA,987132,0,0,0,0
lmo2692,984921,0,0,0,0
tmk,987131,0,0,0,0
lmo2694,987130,0,0,0,0
lmo2695,987129,0,0,0,0
lmo2696,987127,0,0,0,0
lmo2697,987124,0,0,0,0
lmo2698,987122,0,0,0,0
lmo2699,987121,0,0,0,0
lmo2700,987120,0,0,0,0
lmo2701,987119,0,0,0,0
recR,987118,0,0,0,0
lmo2703,987117,0,0,0,0
dnaX,987116,0,0,0,0
lmo2705,984440,0,0,0,0
lmo2706,987115,0,0,0,0
lmo2707,984953,0,0,0,0
lmo2708,987113,0,0,0,0
lmo2709,987112,0,0,0,0
lmo2710,987111,0,0,0,0
lmo2711,987108,0,0,0,0
lmo2712,987107,0,0,0,0
lmo2713,987105,0,0,0,0
lmo2714,987103,0,0,0,0
cydD,984392,0,0,0,0
