#SAMPLE,MEDIAN_INSERT_SIZE,MEDIAN_ABSOLUTE_DEVIATION,MEAN_INSERT_SIZE,STANDARD_DEVIATION
R1506023210-S_S4_L004_,303,173,424.672665,447.116938
