#SAMPLE,MEDIAN_INSERT_SIZE,MEDIAN_ABSOLUTE_DEVIATION,MEAN_INSERT_SIZE,STANDARD_DEVIATION
R1504202614_S12_L004_,236,105,281.274154,237.046665
