#SAMPLE,MEDIAN_INSERT_SIZE,MEDIAN_ABSOLUTE_DEVIATION,MEAN_INSERT_SIZE,STANDARD_DEVIATION
R1506023210_S3_L004_,310,179,431.907601,461.280336
