#SAMPLE,MEDIAN_INSERT_SIZE,MEDIAN_ABSOLUTE_DEVIATION,MEAN_INSERT_SIZE,STANDARD_DEVIATION
R1506023214_S8_L004_,276,143,356.233565,349.83388
