##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	R1504202614_S12_L004_.non-rRNA.2.fq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	23432375
Sequences flagged as poor quality	0
Sequence length	30-76
%GC	47
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	28.875239236313007	32.0	27.0	32.0	11.0	32.0
2	29.525678980470396	32.0	32.0	32.0	27.0	32.0
3	32.59176541003633	37.0	32.0	37.0	22.0	37.0
4	33.045488261433164	37.0	32.0	37.0	22.0	37.0
5	33.942433321419614	37.0	37.0	37.0	27.0	37.0
6	36.32893037944297	42.0	37.0	42.0	22.0	42.0
7	36.823989202972385	42.0	37.0	42.0	22.0	42.0
8	36.6942733291013	42.0	37.0	42.0	22.0	42.0
9	37.05189444091775	42.0	37.0	42.0	22.0	42.0
10-11	37.45622737771993	42.0	37.0	42.0	27.0	42.0
12-13	37.63458987832006	42.0	37.0	42.0	27.0	42.0
14-15	37.70006228561979	42.0	37.0	42.0	27.0	42.0
16-17	37.67145852693122	42.0	37.0	42.0	27.0	42.0
18-19	37.75727707925466	42.0	37.0	42.0	27.0	42.0
20-21	37.5396309806411	42.0	37.0	42.0	27.0	42.0
22-23	37.58434448065977	42.0	37.0	42.0	27.0	42.0
24-25	37.63572089896991	42.0	37.0	42.0	27.0	42.0
26-27	37.41559472738038	42.0	37.0	42.0	24.5	42.0
28-29	37.45186958214863	42.0	37.0	42.0	27.0	42.0
30-31	37.59059705588999	42.0	37.0	42.0	27.0	42.0
32-33	37.62471958270437	42.0	37.0	42.0	27.0	42.0
34-35	37.51354913555588	42.0	37.0	42.0	27.0	42.0
36-37	37.36085111447849	42.0	37.0	42.0	22.0	42.0
38-39	37.2897074289118	42.0	37.0	42.0	22.0	42.0
40-41	37.226090359147484	42.0	37.0	42.0	22.0	42.0
42-43	37.2228088839191	42.0	37.0	42.0	22.0	42.0
44-45	37.2132850278542	42.0	37.0	42.0	22.0	42.0
46-47	37.18256416577569	42.0	37.0	42.0	22.0	42.0
48-49	37.13602892780193	42.0	37.0	42.0	22.0	42.0
50-51	37.014754893969226	42.0	37.0	42.0	22.0	42.0
52-53	37.06920829263534	42.0	37.0	42.0	22.0	42.0
54-55	36.967886373233895	42.0	37.0	42.0	22.0	42.0
56-57	36.88489474462126	42.0	37.0	42.0	22.0	42.0
58-59	36.895109830614416	42.0	37.0	42.0	22.0	42.0
60-61	36.88063741493849	42.0	37.0	42.0	22.0	42.0
62-63	36.82585653485634	42.0	37.0	42.0	22.0	42.0
64-65	36.74140342540973	42.0	37.0	42.0	22.0	42.0
66-67	36.56734901612417	42.0	37.0	42.0	22.0	42.0
68-69	36.546886878148655	42.0	37.0	42.0	22.0	42.0
70-71	36.58628643925887	42.0	37.0	42.0	22.0	42.0
72-73	36.506644057875846	42.0	37.0	42.0	22.0	42.0
74-75	36.383122650064294	42.0	37.0	42.0	22.0	42.0
76	35.87275271586893	42.0	32.0	42.0	22.0	42.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.17815511781747162
1101	2	-4.600509074364911
1101	3	-1.6782847308999571
1101	4	-0.10668277142883653
1101	5	-0.07959919168387586
1101	6	0.04679061685250474
1101	7	0.24806533191338076
1101	8	0.18918457251211152
1101	9	0.13850143891946942
1101	10-11	0.04201816230136046
1101	12-13	0.3465116684296845
1101	14-15	0.2940364495506529
1101	16-17	0.29226905269673864
1101	18-19	0.25104034171817347
1101	20-21	0.232861940933077
1101	22-23	0.27448941376285774
1101	24-25	0.24599487594302616
1101	26-27	0.40929352051913526
1101	28-29	0.24861355506779148
1101	30-31	0.17657676366358288
1101	32-33	0.15427306252113482
1101	34-35	0.24350722953494142
1101	36-37	0.1765005960993662
1101	38-39	0.04646225687433514
1101	40-41	-0.08368775512367677
1101	42-43	0.0249634608172542
1101	44-45	-0.03422809695063478
1101	46-47	-0.05609674580153268
1101	48-49	0.06371382270577897
1101	50-51	-0.14994232540705354
1101	52-53	0.015616434500394405
1101	54-55	0.004326810796051461
1101	56-57	-0.034048511753795196
1101	58-59	-0.05033565300903575
1101	60-61	0.011500214314523305
1101	62-63	-0.23281028785979885
1101	64-65	-0.09799858624475632
1101	66-67	-0.5732576058523051
1101	68-69	-0.3011031194604854
1101	70-71	-0.14845461326899567
1101	72-73	-0.14562120775757847
1101	74-75	-0.19007843849119865
1101	76	-0.24097049305143514
1102	1	0.14959725247022249
1102	2	0.3845606040183398
1102	3	-2.3724808859944915
1102	4	-0.210500005399048
1102	5	-0.08061464881072311
1102	6	0.27776950164622605
1102	7	0.19443345266045498
1102	8	0.14098297985613328
1102	9	-0.19441929206990238
1102	10-11	-0.05856376668748453
1102	12-13	-0.01124226053133981
1102	14-15	0.0664558891461624
1102	16-17	0.13598428182872624
1102	18-19	0.14077761654321108
1102	20-21	0.0357720450028296
1102	22-23	0.014631187366170195
1102	24-25	0.09431349969770508
1102	26-27	0.25520158600264864
1102	28-29	0.12522059142830955
1102	30-31	0.10998978741591259
1102	32-33	0.16894349842478817
1102	34-35	0.2786707864640192
1102	36-37	0.16014051724818046
1102	38-39	0.3458635359368927
1102	40-41	0.2911087781025046
1102	42-43	0.31279188738428587
1102	44-45	0.22628005063592838
1102	46-47	0.26070513067369205
1102	48-49	0.26266923278272714
1102	50-51	0.278323849562895
1102	52-53	0.24306705618461422
1102	54-55	0.1999922134057499
1102	56-57	0.1392327364131134
1102	58-59	0.06338185825570264
1102	60-61	0.20289502352063948
1102	62-63	0.2921229390581672
1102	64-65	0.42702996417856554
1102	66-67	0.41201560998563025
1102	68-69	0.39683575077545896
1102	70-71	0.4243714377849628
1102	72-73	0.434830926604306
1102	74-75	0.3751930327353179
1102	76	0.09181722443017293
1103	1	0.23304166123079995
1103	2	0.4242329184276308
1103	3	-1.8415296339948668
1103	4	-0.17229469216312765
1103	5	-0.09505109719508908
1103	6	0.06679809565341088
1103	7	-0.012846422479057651
1103	8	-0.06576377926309362
1103	9	-0.1495288131239505
1103	10-11	-0.22167516965241418
1103	12-13	-0.08121443555567964
1103	14-15	-0.029037702096665896
1103	16-17	0.040958924317912704
1103	18-19	-0.05429374384718244
1103	20-21	-0.10377095362725441
