##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	R1506023210-S_S4_L004_.non-rRNA.2.fq
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	4487290
Sequences flagged as poor quality	0
Sequence length	30-76
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	28.326626984215416	32.0	27.0	32.0	11.0	32.0
2	29.653810651863374	32.0	32.0	32.0	27.0	32.0
3	32.440078310071335	37.0	32.0	37.0	22.0	37.0
4	33.31426540294922	37.0	32.0	37.0	22.0	37.0
5	34.02964149854366	37.0	37.0	37.0	27.0	37.0
6	36.85806711846126	42.0	37.0	42.0	27.0	42.0
7	37.212506657693176	42.0	37.0	42.0	27.0	42.0
8	37.17829491742232	42.0	37.0	42.0	22.0	42.0
9	37.29667371620733	42.0	37.0	42.0	27.0	42.0
10-11	37.58812312108199	42.0	37.0	42.0	27.0	42.0
12-13	37.731714130354845	42.0	37.0	42.0	27.0	42.0
14-15	37.78379913043284	42.0	37.0	42.0	27.0	42.0
16-17	37.64527899912865	42.0	37.0	42.0	27.0	42.0
18-19	37.36699355290164	42.0	37.0	42.0	24.5	42.0
20-21	37.17302247013231	42.0	37.0	42.0	22.0	42.0
22-23	36.89704353852771	42.0	37.0	42.0	22.0	42.0
24-25	36.93438021612154	42.0	37.0	42.0	22.0	42.0
26-27	36.870711609902635	42.0	37.0	42.0	22.0	42.0
28-29	36.86662094493558	42.0	37.0	42.0	22.0	42.0
30-31	36.95557699332322	42.0	37.0	42.0	22.0	42.0
32-33	37.04164271364111	42.0	37.0	42.0	22.0	42.0
34-35	37.18466153053032	42.0	37.0	42.0	22.0	42.0
36-37	37.087703230045044	42.0	37.0	42.0	22.0	42.0
38-39	37.065195680670335	42.0	37.0	42.0	22.0	42.0
40-41	37.027781491597686	42.0	37.0	42.0	22.0	42.0
42-43	37.060846640325664	42.0	37.0	42.0	22.0	42.0
44-45	37.070315718906684	42.0	37.0	42.0	22.0	42.0
46-47	37.02224226722467	42.0	37.0	42.0	22.0	42.0
48-49	37.00193597126355	42.0	37.0	42.0	22.0	42.0
50-51	36.87337220138137	42.0	37.0	42.0	22.0	42.0
52-53	36.96811401856796	42.0	37.0	42.0	22.0	42.0
54-55	36.871773655881164	42.0	37.0	42.0	22.0	42.0
56-57	36.77240729487173	42.0	37.0	42.0	22.0	42.0
58-59	36.8188028541049	42.0	37.0	42.0	22.0	42.0
60-61	36.826390966496035	42.0	37.0	42.0	22.0	42.0
62-63	36.779875829938526	42.0	37.0	42.0	22.0	42.0
64-65	36.691875890312154	42.0	37.0	42.0	22.0	42.0
66-67	36.52213064882332	42.0	37.0	42.0	22.0	42.0
68-69	36.50645244614209	42.0	37.0	42.0	22.0	42.0
70-71	36.54025410210818	42.0	37.0	42.0	22.0	42.0
72-73	36.454389631106366	42.0	37.0	42.0	22.0	42.0
74-75	36.301164074143344	42.0	37.0	42.0	22.0	42.0
76	35.64790500306804	42.0	32.0	42.0	22.0	42.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	-0.07968374460801897
1101	2	-4.779835910565687
1101	3	-2.0938042095418545
1101	4	-0.3800326575440778
1101	5	-0.10446419857133549
1101	6	-0.34896258442439176
1101	7	0.0231783131978176
1101	8	-0.02928044274376873
1101	9	-0.21613227435872062
1101	10-11	-0.23852958256360068
1101	12-13	0.19221953383443946
1101	14-15	0.12095410063535894
1101	16-17	0.04378389546939587
1101	18-19	0.12922697622562396
1101	20-21	-0.09724360811218702
1101	22-23	0.1290711416673318
1101	24-25	0.14743575768091688
1101	26-27	-0.08053178036912101
1101	28-29	-0.23264266847723292
1101	30-31	-0.2085362151895893
1101	32-33	-0.21772631605984571
1101	34-35	-0.06891012285061038
1101	36-37	-0.18097872150207905
1101	38-39	-0.3416686275784926
1101	40-41	-0.6671890212740337
1101	42-43	-0.4374331473463329
1101	44-45	-0.3425828346587707
1101	46-47	-0.3810432741821401
1101	48-49	-0.17786812704928678
1101	50-51	-0.5815949921307535
1101	52-53	-0.3328206958305131
1101	54-55	-0.47203439734092
1101	56-57	-0.5616645531449507
1101	58-59	-0.5025301227571433
1101	60-61	-0.3942440207104241
1101	62-63	-0.6568484812278896
1101	64-65	-0.476721869639789
1101	66-67	-0.8784020212698493
1101	68-69	-0.4356329937822423
1101	70-71	-0.45335132638194864
1101	72-73	-0.5118838913284947
1101	74-75	-0.5401028914447323
1101	76	-0.7783266564278009
1102	1	-0.010961026309129096
1102	2	0.21125178676171075
1102	3	-2.7450009172372667
1102	4	-0.11940369385413163
1102	5	-0.07781629973130322
1102	6	-0.07469063551151578
1102	7	-0.05137877558107817
1102	8	0.0745406125842294
1102	9	-0.2444920473853216
1102	10-11	-0.13681537964854584
1102	12-13	-0.07070756143901491
1102	14-15	0.036271312267615485
1102	16-17	0.1470721247818716
1102	18-19	0.12310908305216373
1102	20-21	-0.23178363248621991
1102	22-23	-0.06572117456364168
1102	24-25	0.11817327893056273
1102	26-27	0.047379388988950666
1102	28-29	-0.14528003111460208
1102	30-31	-0.2022833851375978
1102	32-33	-0.217831367589433
1102	34-35	0.12911809098875437
1102	36-37	-0.07394869440363294
1102	38-39	0.22634507442145235
1102	40-41	0.03801988793905764
1102	42-43	0.3022702521945604
1102	44-45	0.0035047866724866594
1102	46-47	0.19381628764367065
1102	48-49	0.2999962726036003
1102	50-51	0.2720748892735685
1102	52-53	0.25616329704811847
1102	54-55	0.19612207774145674
1102	56-57	0.0750890765235539
1102	58-59	-0.093137487468411
1102	60-61	0.07316328269194372
1102	62-63	0.21270032891772672
1102	64-65	0.2331595204182335
1102	66-67	0.21681072486706654
1102	68-69	0.3433649396010594
1102	70-71	0.4308335846459528
1102	72-73	0.24661087898958556
1102	74-75	0.2922483649936538
1102	76	0.17606266086986722
1103	1	-0.22031892146375753
1103	2	0.23132568149778976
1103	3	-2.256316950735254
1103	4	-0.4529420898909464
1103	5	-0.346871796554332
1103	6	-0.42510972113632306
1103	7	-0.39615653211090773
1103	8	-0.4700442887872214
1103	9	-0.3662199141438762
1103	10-11	-0.3132219233738027
1103	12-13	-0.36844823349142786
1103	14-15	-0.27503010825765273
1103	16-17	-0.3722823967605322
1103	18-19	-0.28547369312399695
1103	20-21	-0.42850175726296413
1103	22-23	-0.6666472040565949
1103	24-25	-0.559849261128825
1103	26-27	-0.39838889256154175
1103	28-29	-0.3996052906301699
1103	30-31	-0.5460819822922218
1103	32-33	-0.5206888351793069
1103	34-35	-0.40750364229020875
1103	36-37	-0.31958908415874276
1103	38-39	-0.16518521512361417
1103	40-41	-0.3739313946063305
1103	42-43	-0.5342372904651072
1103	44-45	-0.4080993794973935
1103	46-47	-0.3623337138584972
1103	48-49	-0.37244773079324034
1103	50-51	-0.35859207271445115
1103	52-53	-0.32302576858221244
1103	54-55	-0.27448877319025655
1103	56-57	-0.48086577541921827
1103	58-59	-0.485736431404419
1103	60-61	-0.6350337015381413
1103	62-63	-0.663429281939834
1103	64-65	-0.5809590415911643
1103	66-67	-0.46490185668482553
1103	68-69	-0.48172454625436245
1103	70-71	-0.4598193960179273
1103	72-73	-0.597554121150381
1103	74-75	-0.5355497670991767
1103	76	-0.7792891552737871
1104	1	-0.407609585415436
1104	2	0.03250689004297058
1104	3	0.2826357273224147
1104	4	-0.8305524664098485
1104	5	-0.4289815365331435
1104	6	-0.6423903869667171
1104	7	-0.30603183021453617
1104	8	-0.4085944862491928
1104	9	-0.44691803538912467
1104	10-11	-0.5273697441900751
1104	12-13	-0.45305867107787634
1104	14-15	-0.23750717260183762
1104	16-17	-0.2671108110845495
1104	18-19	-0.11637406222018143
1104	20-21	-0.27060780615705227
1104	22-23	-0.5318265872104817
1104	24-25	-0.4650389766167251
1104	26-27	-0.600792637759227
1104	28-29	-0.4480569211398091
1104	30-31	-0.3438523471824837
1104	32-33	-0.412652296881042
1104	34-35	-0.3852529382624965
1104	36-37	-0.23776901569181774
1104	38-39	-0.3463140682209982
1104	40-41	-0.3038971563227193
1104	42-43	-0.286209082779898
1104	44-45	-0.31303037813489
1104	46-47	-0.14790002813917624
1104	48-49	-0.2662104044441591
1104	50-51	-0.117270085301584
1104	52-53	-0.07477968815558711
1104	54-55	-0.04545826791611063
1104	56-57	-0.009047610923445859
1104	58-59	-0.005423578547542718
1104	60-61	-0.035302100365221634
1104	62-63	0.028695995549981035
1104	64-65	-0.08666200358829457
1104	66-67	0.007210674972434106
1104	68-69	-0.04999838116902566
1104	70-71	-0.04347145111461259
1104	72-73	-0.07341040672888255
1104	74-75	-0.21741409574318027
1104	76	-0.18025927906907668
1105	1	-0.5074231512872238
1105	2	-4.702173158277908
1105	3	-2.166553178263701
1105	4	-0.21239977676141564
1105	5	-0.06258245179951416
1105	6	-0.26574278388385864
1105	7	-0.2954874262404772
1105	8	-0.4248155220059928
1105	9	-0.45769950105025714
1105	10-11	-0.36298865544058856
1105	12-13	-0.15494504393419817
1105	14-15	-0.19546416365633945
1105	16-17	-0.27908203046823843
1105	18-19	-0.14848161064671928
1105	20-21	-0.2848058404145135
1105	22-23	-0.5298089139663702
1105	24-25	-0.5202073963707079
1105	26-27	-0.40801514557593066
1105	28-29	-0.4522899002263756
1105	30-31	-0.5216322623517939
1105	32-33	-0.6671826230567319
1105	34-35	-0.38354399935012395
1105	36-37	-0.336956680980542
1105	38-39	-0.3625274857015057
1105	40-41	-0.4819596528271859
1105	42-43	-0.33466272776747275
1105	44-45	-0.446452073516177
1105	46-47	-0.3975733323191264
1105	48-49	-0.3639184568862035
1105	50-51	-0.43164349658733414
1105	52-53	-0.17556294463055622
1105	54-55	-0.20949151551788248
1105	56-57	-0.38809066417228166
1105	58-59	-0.4126134553680316
1105	60-61	-0.333404783725328
1105	62-63	-0.3217085835261173
1105	64-65	-0.41466005557504104
1105	66-67	-0.36608291808568794
1105	68-69	-0.410651001083437
1105	70-71	-0.4415781618328225
1105	72-73	-0.4714787581021085
1105	74-75	-0.6618499109906111
1105	76	-0.634876058081808
1106	1	-0.6965012751011521
1106	2	-0.03921451469667758
1106	3	0.06245089382819913
1106	4	-0.8627159896594847
1106	5	-0.8254686371132536
1106	6	-0.9732357215553193
1106	7	-0.8107909887405924
1106	8	-0.9483054885748103
1106	9	-0.839742648537019
1106	10-11	-0.7337736388253688
1106	12-13	-0.8568485947657152
1106	14-15	-0.7785415196008358
1106	16-17	-0.7401625306624027
1106	18-19	-0.6568027369053979
1106	20-21	-0.6023843102088264
1106	22-23	-0.6447516280209484
1106	24-25	-0.7512374455356792
1106	26-27	-0.8783433282033855
1106	28-29	-0.8279396250417932
1106	30-31	-0.9067472953406934
1106	32-33	-0.9716828774448416
1106	34-35	-0.77678988506932
1106	36-37	-0.5964731803719516
1106	38-39	-0.5498658321872156
1106	40-41	-0.627322848825429
1106	42-43	-0.729327133297133
1106	44-45	-0.5231396337861938
1106	46-47	-0.5105841206508543
1106	48-49	-0.46193342832510353
1106	50-51	-0.6856514799466069
1106	52-53	-0.5775462895008019
1106	54-55	-0.7422145884198699
1106	56-57	-0.5976217829455521
1106	58-59	-0.22586385773307427
1106	60-61	-0.31905492841692507
1106	62-63	-0.5016961257312218
1106	64-65	-0.4181602507850428
1106	66-67	-0.40484182436115645
1106	68-69	-0.4124274215383039
1106	70-71	-0.4956225597947679
1106	72-73	-0.7138765112884187
1106	74-75	-0.7489930812683951
1106	76	-0.9333222326490045
1107	1	-0.24971801141647987
1107	2	0.14831407564881616
1107	3	-2.2326202322288466
1107	4	-0.45155969681305663
1107	5	-0.2646713749075431
1107	6	-0.4300055557899398
1107	7	-0.5003239909496529
1107	8	-0.39984643589041013
1107	9	-0.4293427198272326
1107	10-11	-0.1658012356416947
1107	12-13	-0.44447943028387726
1107	14-15	-0.056707485090740306
1107	16-17	-0.09792511236864243
1107	18-19	-0.15502407738026847
1107	20-21	-0.3529606509260148
1107	22-23	-0.42512555769065585
1107	24-25	-0.30220385002320427
1107	26-27	-0.5684399295675959
1107	28-29	-0.5287965146310754
1107	30-31	-0.5796162104631293
1107	32-33	-0.3256569159259257
1107	34-35	-0.3419063022984119
1107	36-37	-0.31210498761486605
1107	38-39	-0.559542690864852
1107	40-41	-0.2960007744654547
1107	42-43	-0.4128386038005516
1107	44-45	-0.4241203665846882
1107	46-47	-0.44499836573341867
1107	48-49	-0.49851192061519356
1107	50-51	-0.45189299345486944
1107	52-53	-0.4279857957031652
1107	54-55	-0.39360913115290685
1107	56-57	-0.5240838920664785
1107	58-59	-0.3722278976426807
1107	60-61	-0.7819160912861562
1107	62-63	-0.6552183441421846
1107	64-65	-0.6309063624531106
1107	66-67	-0.4766371530471716
1107	68-69	-0.7342080603873882
1107	70-71	-0.6156530352995588
1107	72-73	-0.5874549290747666
1107	74-75	-0.678891080392674
1107	76	-0.9063158823961288
1108	1	-0.19021842810737155
1108	2	0.26344092410899833
1108	3	0.1548906695677701
