##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	R1506023210-S_S4_L004_.non-rRNA.1.P.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	4156161
Sequences flagged as poor quality	0
Sequence length	20-76
%GC	48
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.976943145369006	32.0	32.0	32.0	27.0	32.0
2	31.664095303334015	32.0	32.0	32.0	32.0	32.0
3	35.73203203629503	37.0	37.0	37.0	32.0	37.0
4	36.25425170006648	37.0	37.0	37.0	37.0	37.0
5	36.45934481363932	37.0	37.0	37.0	37.0	37.0
6	40.48188701063313	42.0	42.0	42.0	37.0	42.0
7	40.54339377131925	42.0	42.0	42.0	37.0	42.0
8	40.695001950116946	42.0	42.0	42.0	37.0	42.0
9	40.725372044057	42.0	42.0	42.0	37.0	42.0
10-11	40.78135435561808	42.0	42.0	42.0	37.0	42.0
12-13	40.865322710068256	42.0	42.0	42.0	37.0	42.0
14-15	40.744043842382425	42.0	42.0	42.0	37.0	42.0
16-17	40.70041066744045	42.0	42.0	42.0	37.0	42.0
18-19	40.64459208870879	42.0	42.0	42.0	37.0	42.0
20-21	40.55376560297891	42.0	42.0	42.0	37.0	42.0
22-23	40.452465326301294	42.0	42.0	42.0	37.0	42.0
24-25	40.41820079817833	42.0	42.0	42.0	37.0	42.0
26-27	40.266152882988735	42.0	42.0	42.0	37.0	42.0
28-29	40.09710556884081	42.0	42.0	42.0	37.0	42.0
30-31	40.1240926152321	42.0	42.0	42.0	37.0	42.0
32-33	40.078219776252574	42.0	42.0	42.0	37.0	42.0
34-35	40.03797710278977	42.0	42.0	42.0	37.0	42.0
36-37	40.06165456906122	42.0	42.0	42.0	37.0	42.0
38-39	40.11582571282105	42.0	42.0	42.0	37.0	42.0
40-41	40.150015861670624	42.0	42.0	42.0	37.0	42.0
42-43	40.22967712025991	42.0	42.0	42.0	37.0	42.0
44-45	40.267519680049325	42.0	42.0	42.0	37.0	42.0
46-47	40.256300479495906	42.0	42.0	42.0	37.0	42.0
48-49	40.213774089132286	42.0	42.0	42.0	37.0	42.0
50-51	40.17806573006837	42.0	42.0	42.0	37.0	42.0
52-53	40.055518581487306	42.0	42.0	42.0	37.0	42.0
54-55	39.92012810027249	42.0	42.0	42.0	37.0	42.0
56-57	39.803998672936686	42.0	42.0	42.0	34.5	42.0
58-59	39.64504062069035	42.0	42.0	42.0	32.0	42.0
60-61	39.519915100978814	42.0	37.0	42.0	32.0	42.0
62-63	39.345227283394216	42.0	37.0	42.0	32.0	42.0
64-65	39.29830337964467	42.0	37.0	42.0	32.0	42.0
66-67	39.26171433988317	42.0	37.0	42.0	32.0	42.0
68-69	39.2063165403048	42.0	37.0	42.0	32.0	42.0
70-71	39.179531600006904	42.0	37.0	42.0	32.0	42.0
72-73	39.19197268160733	42.0	37.0	42.0	32.0	42.0
74-75	39.2849979722273	42.0	37.0	42.0	32.0	42.0
76	39.254061424070315	42.0	37.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.05766779339240102
1101	2	-0.03912643759192136
1101	3	0.08406830801619947
1101	4	0.05711805974837603
1101	5	0.05700885229246211
1101	6	0.19165591336563637
1101	7	0.051799176806042624
1101	8	0.11485966767180145
1101	9	0.042167753177302814
1101	10-11	0.04565617361274832
1101	12-13	0.03605806616742058
1101	14-15	0.012624708880309754
1101	16-17	-0.08637008888662479
1101	18-19	-0.1702219503815101
1101	20-21	-0.2670548506242625
1101	22-23	-0.4651426090034434
1101	24-25	-0.4367944769725014
1101	26-27	-0.5111934941001834
1101	28-29	-0.7176573826396933
1101	30-31	-0.8513459703994428
1101	32-33	-0.7012164949785813
1101	34-35	-0.257577021725659
1101	36-37	-0.30444754582293854
1101	38-39	-0.1930171619606753
1101	40-41	0.006761801615887464
1101	42-43	0.0551813014507232
1101	44-45	-0.16089706533990267
1101	46-47	-0.40468835848597706
1101	48-49	-0.8731704015373722
1101	50-51	-1.2530228009978117
1101	52-53	-1.7668954320914878
1101	54-55	-2.4184302740912287
1101	56-57	-2.680508437503491
1101	58-59	-2.6773771922866985
1101	60-61	-3.074268320521078
1101	62-63	-2.78803274570587
1101	64-65	-2.4075159618414546
1101	66-67	-2.1161485489856844
1101	68-69	-1.7363971949275125
1101	70-71	-1.124013056625607
1101	72-73	-0.9813600768366086
1101	74-75	-0.9077025339492621
1101	76	-0.9367585031076544
1102	1	0.07683502334884906
1102	2	0.0422919004886495
1102	3	-0.02020594041184154
1102	4	-0.032938258082950256
1102	5	-0.07043496021693585
1102	6	-0.11548732052215627
1102	7	-0.21460524787762125
1102	8	-0.014542523663507723
1102	9	-0.1292271782938812
1102	10-11	-0.1487808312350083
1102	12-13	-0.13158727057599862
1102	14-15	-0.1378068367052805
1102	16-17	-0.2253427471274776
1102	18-19	-0.16130292107711597
1102	20-21	-0.2690600837091921
1102	22-23	-0.3904426465658659
1102	24-25	-0.5629090217615911
1102	26-27	-0.6696436304914357
1102	28-29	-0.7553992635451934
1102	30-31	-0.6115796497943151
1102	32-33	-0.8079866639713558
1102	34-35	-0.6404070633723862
1102	36-37	-0.5098933392278866
1102	38-39	-0.3496769814603695
1102	40-41	-0.40088189047695977
1102	42-43	-0.3890283293978172
1102	44-45	-0.37154943454188327
1102	46-47	-0.22850757674951439
1102	48-49	-0.5835031943039226
1102	50-51	-0.955894142798762
1102	52-53	-1.387646347353133
1102	54-55	-1.4756238234280517
1102	56-57	-1.916897940763569
1102	58-59	-2.1243220646265257
1102	60-61	-2.190870781256436
1102	62-63	-2.1595498181661696
1102	64-65	-1.7350452263408158
1102	66-67	-1.7463311816700937
1102	68-69	-1.5007627084525055
1102	70-71	-1.2350941500492496
1102	72-73	-0.7993737788825115
1102	74-75	-0.5431765785445464
1102	76	-0.6016238776307361
1103	1	-0.03439483815482802
1103	2	-0.02313171454809293
1103	3	-0.03508899581037639
1103	4	0.08465554491309746
1103	5	0.0601340406310058
1103	6	0.07683090305048523
1103	7	0.14397481147795332
1103	8	0.043386567631010564
1103	9	0.05306154414817854
1103	10-11	0.053286456074204125
1103	12-13	-0.02824719496830852
1103	14-15	-0.04576154275389399
1103	16-17	0.024853779865168235
1103	18-19	-0.06747784334958595
1103	20-21	-0.06918109134061723
1103	22-23	-0.14764512151212017
1103	24-25	-0.17338674102779095
1103	26-27	-0.16410494221780425
1103	28-29	-0.5534765033805584
1103	30-31	-0.5242485239005887
1103	32-33	-0.6013429278206175
1103	34-35	-0.2407462058643759
1103	36-37	-0.24694271218059072
1103	38-39	-0.13818519375688965
1103	40-41	-0.19756148075156688
1103	42-43	-0.18826090262623296
1103	44-45	0.01604495609657164
1103	46-47	0.043489605132670306
1103	48-49	-0.3089224725353432
1103	50-51	-0.4803866710776532
