	R1506023211.filt.isoforms	R1506023214.filt.isoforms
ENST00000477063.1,4.310,0.136,SEC22A
ENST00000376723.3,9.764,0.944,UGGT1
ENST00000402681.3,0.324,4.258,C1S
ENST00000542103.1,5.397,0.157,C22orf39
ENST00000549488.1,0.038,5.506,C12orf10
ENST00000461911.1,20.835,0.482,AAMP
ENST00000394606.2,0.133,2.968,MAX
ENST00000530192.1,12.911,0.566,RNASEH2C
ENST00000510168.1,3.728,0.031,ATP2C1
ENST00000574426.2,2.613,0.105,CLUH
ENST00000375266.4,3.624,0.115,PYROXD1
ENST00000495279.2,3.461,0.336,MBOAT7
ENST00000533238.1,73.910,5.285,HSPA8
ENST00000539477.1,1.802,0.094,MLH1
ENST00000443938.2,0.982,11.766,NAGK
ENST00000493591.1,8.906,0.566,HK1
ENST00000460371.1,0.324,3.566,ARL13B
ENST00000336325.4,0.057,9.585,ACSS2
ENST00000458356.1,1.049,0.010,TMPRSS2
ENST00000368589.1,16.039,1.951,JTB
ENST00000440235.2,0.048,1.930,FMR1
ENST00000542001.1,4.024,0.273,VARS2
ENST00000538395.1,1.058,0.063,RGS12
ENST00000540339.1,1.926,0.115,RP11-1212A22.1
ENST00000416404.2,3.309,0.283,PHF6
ENST00000532820.1,14.361,1.615,CAPRIN1
ENST00000485649.2,2.861,0.283,SLC19A1
ENST00000520223.1,2.823,0.147,AGPAT6
ENST00000538860.1,0.086,7.991,ADD1
ENST00000468463.1,3.366,0.178,IP6K1
ENST00000392316.1,10.699,0.010,MYO1B
ENST00000547691.2,0.105,1.332,CEP290
ENST00000408971.2,0.172,3.083,TIAF1
ENST00000571555.1,0.210,2.957,RAP1GAP2
ENST00000330514.4,0.744,0.010,GJC1
ENST00000569240.1,10.403,1.237,CNOT1
ENST00000463328.1,0.114,1.625,TRA2B
ENST00000338368.3,0.973,0.126,PRKDC
ENST00000438423.2,0.086,1.458,TCF12
ENST00000377269.3,0.086,1.709,UBA1
ENST00000481619.1,4.234,0.220,FAM50A
ENST00000540905.1,0.219,4.625,KIFAP3
ENST00000406957.1,16.802,0.042,XPO1
ENST00000282943.5,1.402,0.031,GPR125
ENST00000295746.8,2.079,0.199,KIAA1524
ENST00000452863.3,1.335,0.094,WT1
ENST00000374893.6,5.512,0.629,ECE1
ENST00000392017.4,3.471,0.021,ATG16L1
ENST00000461997.2,3.070,0.315,RHNO1
ENST00000419884.1,3.480,33.779,LRPPRC
ENST00000439510.2,0.181,4.268,CDC42EP4
ENST00000395311.1,0.410,4.530,KTN1
ENST00000356195.5,0.286,5.390,CDCA7L
ENST00000522117.1,1.030,0.021,SPIDR
ENST00000377051.2,0.858,0.052,GZF1
ENST00000366716.1,1.402,28.619,GUK1
ENST00000437089.1,0.038,7.645,TRIM26
ENST00000265709.8,0.353,0.021,ANK1
ENST00000529578.1,0.172,3.083,MYO18A
ENST00000367212.3,1.678,0.178,ZC3H11A
ENST00000541342.1,1.030,0.021,SPIDR
ENST00000467026.1,0.343,3.576,MCM3AP
ENST00000418825.1,2.727,0.094,NPRL2
ENST00000358397.5,0.067,3.712,ESRP1
ENST00000379904.4,1.983,0.178,ERAP2
ENST00000415618.2,40.965,1.216,CANX
ENST00000529516.1,0.229,11.756,EEF1D
ENST00000347630.2,1.573,13.287,SPOP
ENST00000332645.4,0.019,3.408,ATL3
ENST00000457855.1,0.458,5.936,BRPF1
ENST00000444411.1,0.019,10.288,MMS19
ENST00000317020.6,11.166,0.661,KIAA0895
ENST00000355852.2,10.880,0.577,PCBP4
ENST00000406974.3,0.019,2.957,DOLPP1
ENST00000322048.7,8.067,0.388,ROGDI
ENST00000492361.1,0.210,2.276,TNFRSF1B
ENST00000395038.2,1.774,0.136,SOS1
ENST00000311350.3,4.262,0.241,HERPUD2
ENST00000543944.1,0.448,6.135,UBAP1
ENST00000372500.3,20.807,1.751,SLC2A1
ENST00000498711.1,1.840,47.737,CLTC
ENST00000425967.3,0.029,3.859,FGFR1
ENST00000496112.1,30.495,2.999,YKT6
ENST00000473330.1,1.821,60.279,FSCN1
ENST00000456357.2,0.458,70.085,BRI3
ENST00000483118.1,0.029,1.122,ZNF341
ENST00000324385.5,1.592,0.073,BAIAP3
ENST00000279270.6,0.095,2.915,SCYL1
ENST00000543672.1,10.194,1.311,DCTN2
ENST00000409681.1,3.166,0.010,POLR1A
ENST00000413971.1,4.072,47.307,TOP2B
ENST00000530468.1,4.749,0.262,TM9SF1
ENST00000555634.1,4.434,0.115,SHMT2
ENST00000585618.1,0.105,1.856,SEC14L1
ENST00000329047.8,0.772,8.127,SEPT9
ENST00000429938.1,6.751,68.134,HSPB1
ENST00000344034.4,40.269,2.811,PPM1G
ENST00000582707.1,13.178,0.828,USP14
ENST00000475171.1,1.020,19.841,TXNIP
ENST00000372273.3,3.175,0.325,TMEM254
ENST00000502448.1,0.010,1.164,NFXL1
ENST00000543024.1,0.439,7.079,SNX17
ENST00000378424.4,0.811,0.010,FAM213B
ENST00000343632.4,3.976,0.524,GGA1
ENST00000543717.1,0.133,12.133,GART
ENST00000426621.2,0.601,10.246,MAFF
ENST00000527826.1,18.041,0.378,RPS2
ENST00000517371.1,0.210,4.625,YTHDF3
ENST00000292199.2,0.105,1.930,NLRX1
ENST00000295874.10,0.782,0.042,PTPRG
ENST00000426677.2,4.749,0.283,TOMM40
ENST00000483967.1,6.198,0.629,EZH2
ENST00000587377.1,0.410,7.404,ROGDI
ENST00000475270.1,0.010,9.197,FPGS
ENST00000261844.7,0.191,2.548,FAM214A
ENST00000569441.1,3.814,0.189,JMJD8
ENST00000428926.2,1.268,0.073,C14orf159
ENST00000414196.3,0.906,13.811,PI4KA
ENST00000340308.3,0.086,1.688,SLC37A3
ENST00000399668.2,4.091,0.545,CASC5
ENST00000431877.2,24.049,2.831,SSFA2
ENST00000535861.1,2.870,0.220,ZNF185
ENST00000588618.1,45.780,4.132,ACTN4
ENST00000428445.1,0.038,4.814,VARS
ENST00000378944.5,0.010,0.755,ARHGAP33
