##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	R1506023210-S_S4_L004_.non-rRNA.2.P.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	4156161
Sequences flagged as poor quality	0
Sequence length	20-76
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	28.83529824758954	32.0	27.0	32.0	11.0	32.0
2	30.195483764945582	32.0	32.0	32.0	27.0	32.0
3	33.224053880492114	37.0	32.0	37.0	27.0	37.0
4	34.156634933054804	37.0	32.0	37.0	27.0	37.0
5	34.90628996326177	37.0	37.0	37.0	32.0	37.0
6	37.977326912985326	42.0	37.0	42.0	32.0	42.0
7	38.409801737709394	42.0	37.0	42.0	32.0	42.0
8	38.38082355327428	42.0	37.0	42.0	32.0	42.0
9	38.51307949812339	42.0	37.0	42.0	32.0	42.0
10-11	38.77007531710153	42.0	37.0	42.0	32.0	42.0
12-13	38.9353894134515	42.0	37.0	42.0	32.0	42.0
14-15	38.96365323672495	42.0	37.0	42.0	32.0	42.0
16-17	38.8563479614962	42.0	37.0	42.0	32.0	42.0
18-19	38.58086176161126	42.0	37.0	42.0	32.0	42.0
20-21	38.422318329280316	42.0	37.0	42.0	32.0	42.0
22-23	38.24526377387258	42.0	37.0	42.0	29.5	42.0
24-25	38.329171924509225	42.0	37.0	42.0	32.0	42.0
26-27	38.31894193406593	42.0	37.0	42.0	32.0	42.0
28-29	38.372034692619074	42.0	37.0	42.0	32.0	42.0
30-31	38.49167217156385	42.0	37.0	42.0	32.0	42.0
32-33	38.581547786518385	42.0	37.0	42.0	32.0	42.0
34-35	38.750273355901754	42.0	37.0	42.0	32.0	42.0
36-37	38.67352306379857	42.0	37.0	42.0	32.0	42.0
38-39	38.709040856631276	42.0	37.0	42.0	32.0	42.0
40-41	38.723395374139514	42.0	37.0	42.0	32.0	42.0
42-43	38.78606157630756	42.0	37.0	42.0	32.0	42.0
44-45	38.819099410457355	42.0	37.0	42.0	32.0	42.0
46-47	38.794965769057214	42.0	37.0	42.0	32.0	42.0
48-49	38.795291607783255	42.0	37.0	42.0	32.0	42.0
50-51	38.701952914230844	42.0	37.0	42.0	32.0	42.0
52-53	38.806602673069534	42.0	37.0	42.0	32.0	42.0
54-55	38.732057719656666	42.0	37.0	42.0	32.0	42.0
56-57	38.66810680516743	42.0	37.0	42.0	32.0	42.0
58-59	38.72947338892662	42.0	37.0	42.0	32.0	42.0
60-61	38.74982941923243	42.0	37.0	42.0	32.0	42.0
62-63	38.733567776922094	42.0	37.0	42.0	32.0	42.0
64-65	38.68143704716685	42.0	37.0	42.0	32.0	42.0
66-67	38.5496218086887	42.0	37.0	42.0	32.0	42.0
68-69	38.57043194413342	42.0	37.0	42.0	32.0	42.0
70-71	38.640431982733524	42.0	37.0	42.0	32.0	42.0
72-73	38.607236714006	42.0	37.0	42.0	32.0	42.0
74-75	38.70532435491938	42.0	37.0	42.0	32.0	42.0
76	38.925197336415415	42.0	37.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.08707220375907809
1101	2	-4.946059205470743
1101	3	-2.1062357395811944
1101	4	-0.3197123098607477
1101	5	-0.3844992812481536
1101	6	-0.290866938843223
1101	7	0.02849401669579521
1101	8	-0.19524303665239984
1101	9	-0.08657578169560054
1101	10-11	-0.1867547469374884
1101	12-13	0.11483379823283002
1101	14-15	0.11461405865598095
1101	16-17	-0.01313259552097179
1101	18-19	0.12695500574171348
1101	20-21	-0.1257908482808503
1101	22-23	0.036323907160621616
1101	24-25	-0.05310343982777255
1101	26-27	-0.15309294738191426
1101	28-29	-0.39358608903943804
1101	30-31	-0.09127744962714957
1101	32-33	-0.11402901328904846
1101	34-35	-0.01870712552657494
1101	36-37	-0.22249138226386123
1101	38-39	-0.5000650404270459
1101	40-41	-0.5674218544676961
1101	42-43	-0.2594352195063294
1101	44-45	-0.3868272109794191
1101	46-47	-0.3885702458447753
1101	48-49	-0.02204514880556019
1101	50-51	-0.4622660019558609
1101	52-53	-0.29506254656650555
1101	54-55	-0.26938315231598864
1101	56-57	-0.2729841275456124
1101	58-59	-0.3124782823305381
1101	60-61	-0.21598999808205832
1101	62-63	-0.5932585104436043
1101	64-65	-0.2915565005038019
1101	66-67	-0.816900702448379
1101	68-69	-0.4586560707155911
1101	70-71	-0.44485029382595087
1101	72-73	-0.4776932164083547
1101	74-75	-0.4049008873543727
1101	76	-0.23724590375861254
1102	1	-0.2284275043233066
1102	2	0.31086469880460044
1102	3	-2.9997675870252465
1102	4	-0.1808576422721444
1102	5	-0.13215128626843864
1102	6	-0.29397231600975005
1102	7	-0.07093756096196557
1102	8	-0.3003102734640848
1102	9	-0.5156533296362866
1102	10-11	-0.2543573486446675
1102	12-13	-0.15319813744770983
1102	14-15	-0.047577221937416425
1102	16-17	-0.004675762771597647
1102	18-19	0.07194149362701552
1102	20-21	-0.061072840121525473
1102	22-23	-0.1026473098750742
1102	24-25	-0.03829514194386263
1102	26-27	0.08098902737680191
1102	28-29	-0.16866709456932938
1102	30-31	-0.21829103798891936
1102	32-33	-0.08718647254764988
1102	34-35	0.06246464386867956
1102	36-37	-0.06849325670987838
1102	38-39	-5.071687578919182E-4
1102	40-41	-0.06005518503454965
1102	42-43	0.0013992294031055508
1102	44-45	-0.00770986019155373
1102	46-47	0.10511177180461573
1102	48-49	0.15401715497095836
1102	50-51	0.1383118248876869
1102	52-53	0.10413926467158063
1102	54-55	-0.007506569861895684
1102	56-57	-0.10864842836399191
1102	58-59	-0.1903076929974432
1102	60-61	0.14197760156385897
1102	62-63	0.06884387008306447
1102	64-65	0.17345220219890933
1102	66-67	0.07400203597383381
1102	68-69	0.11024768251363071
1102	70-71	0.1888760971926544
1102	72-73	0.14346911965768072
1102	74-75	0.06823932702178581
1102	76	-0.17163749747351886
1103	1	-0.29857218352059434
1103	2	0.39868797466666805
1103	3	-2.2323672195860134
1103	4	-0.38011834747282336
1103	5	-0.1927787594171093
1103	6	-0.055759519231905585
1103	7	-0.11185492246564621
1103	8	-0.23075738341320573
1103	9	-0.13697010465041615
1103	10-11	-0.21395449039141567
1103	12-13	-0.21698770782645482
1103	14-15	-0.2128453819148035
