Transcript,"	A.R1504202612	",B.R1504202613,B.R1504202614,Gene
ENST00000474694.1,12.993,312.342,8.137,DDX18
ENST00000333775.5,14.665,0.257,0.625,LSMD1
ENST00000354325.2,1.29,7.419,0,TRERF1
ENST00000361681.2,393300.411,47587.892,917.987,MT-ND6
ENST00000472247.1,28.23,203.111,2.166,ERCC5
ENST00000544551.1,17.626,298.633,2.398,RDX
ENST00000529898.1,33.15,233.57,0.445,CTR9
ENST00000588319.1,221.735,6.957,41.338,KRT16
ENST00000333677.6,0.191,0.462,2.368,ARHGEF37
ENST00000507035.1,9.267,0.359,0.155,CTC-276P9.1
ENST00000361789.2,388544.618,39683.132,979.134,MT-CYB
ENST00000519282.1,0.86,16.109,0.01,RP11-255B23.1
ENST00000368222.3,20.11,12.438,83.812,CRABP2
ENST00000238699.3,0.334,2.695,0.661,GPR68
ENST00000222553.3,3.869,1.232,34.313,NAMPT
ENST00000539648.1,8.694,28.534,0,APLP2
ENST00000472229.1,10.27,0.154,0,MRPS18B
ENST00000393164.2,5.541,20.242,0.21,ATP2B1
ENST00000390551.2,240.985,1558.166,5.203,IGHG3
ENST00000449054.1,2.006,9.575,0,UBAP2
ENST00000483726.1,0.239,3.312,0.039,UBN2
ENST00000243326.5,0.143,0.141,0.995,RIF1
ENST00000540900.3,14.044,0.911,0.445,NSRP1
ENST00000395862.3,0.621,2.772,0.511,ATP6V1C1
ENST00000312123.9,0.717,3.902,0.078,GAPVD1
ENST00000520945.1,3.439,48.108,0,STAU2
ENST00000533540.1,11.464,7.124,48.07,HSPA8
ENST00000552760.1,17.148,84.484,0.603,PWP1
ENST00000482822.2,89.563,232.389,0.678,RSRC1
ENST00000481136.1,14.856,0.809,0,PDCD10
ENST00000375759.3,0.908,7.65,0.926,SPEN
ENST00000316967.6,9.792,112.363,0.049,AC103965.1
ENST00000521922.1,0.573,4.492,0.031,UBR5
ENST00000375820.4,1.529,7.804,7.431,COL4A1
ENST00000511795.1,5.923,208.784,0,SPAG9
ENST00000448545.1,0.525,27.083,0.005,DDX10P1
