##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	R1506023214-S_S9_L004_.non-rRNA.2.P.fq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	5083960
Sequences flagged as poor quality	0
Sequence length	20-76
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	30.11786304376903	32.0	32.0	32.0	27.0	32.0
2	30.211857489043975	32.0	32.0	32.0	27.0	32.0
3	33.77689438941298	37.0	32.0	37.0	27.0	37.0
4	34.562595299726986	37.0	37.0	37.0	27.0	37.0
5	35.23809628714624	37.0	37.0	37.0	32.0	37.0
6	38.02194214745985	42.0	37.0	42.0	32.0	42.0
7	38.48039559713294	42.0	37.0	42.0	32.0	42.0
8	38.36775938441687	42.0	37.0	42.0	32.0	42.0
9	38.63521703553923	42.0	37.0	42.0	32.0	42.0
10-11	39.02504868252308	42.0	37.0	42.0	32.0	42.0
12-13	39.19912214100819	42.0	37.0	42.0	32.0	42.0
14-15	39.1771995649061	42.0	37.0	42.0	32.0	42.0
16-17	39.13263932052966	42.0	37.0	42.0	32.0	42.0
18-19	39.168633309467424	42.0	37.0	42.0	32.0	42.0
20-21	38.99648217023616	42.0	37.0	42.0	32.0	42.0
22-23	39.07854771268008	42.0	37.0	42.0	32.0	42.0
24-25	39.12458202815544	42.0	37.0	42.0	32.0	42.0
26-27	38.98213905247796	42.0	37.0	42.0	32.0	42.0
28-29	39.04942256029106	42.0	37.0	42.0	32.0	42.0
30-31	39.15816548353342	42.0	37.0	42.0	32.0	42.0
32-33	39.199629254584934	42.0	37.0	42.0	32.0	42.0
34-35	39.11770623231036	42.0	37.0	42.0	32.0	42.0
36-37	38.9926654419015	42.0	37.0	42.0	32.0	42.0
38-39	38.977089383381426	42.0	37.0	42.0	32.0	42.0
40-41	38.959126613338015	42.0	37.0	42.0	32.0	42.0
42-43	38.984650206457744	42.0	37.0	42.0	32.0	42.0
44-45	38.9996203678956	42.0	37.0	42.0	32.0	42.0
46-47	38.99220409416721	42.0	37.0	42.0	32.0	42.0
48-49	38.970172126039365	42.0	37.0	42.0	32.0	42.0
50-51	38.8811625609262	42.0	37.0	42.0	32.0	42.0
52-53	38.93520382729262	42.0	37.0	42.0	32.0	42.0
54-55	38.853775482853	42.0	37.0	42.0	32.0	42.0
56-57	38.807613643898904	42.0	37.0	42.0	32.0	42.0
58-59	38.82729862478041	42.0	37.0	42.0	32.0	42.0
60-61	38.83092484581559	42.0	37.0	42.0	32.0	42.0
62-63	38.80783604891214	42.0	37.0	42.0	32.0	42.0
64-65	38.763161573615534	42.0	37.0	42.0	32.0	42.0
66-67	38.63608606795182	42.0	37.0	42.0	32.0	42.0
68-69	38.65851684937875	42.0	37.0	42.0	32.0	42.0
70-71	38.7392970307067	42.0	37.0	42.0	32.0	42.0
72-73	38.70519806617946	42.0	37.0	42.0	32.0	42.0
74-75	38.82452350226772	42.0	37.0	42.0	32.0	42.0
76	39.15547175176532	42.0	37.0	42.0	32.0	42.0
>>END_MODULE
>>Per tile sequence quality	warn
#Tile	Base	Mean
1101	1	0.08700362839107711
1101	2	-4.743534312823034
1101	3	-1.4143893220029256
1101	4	-0.14177572259855964
1101	5	-0.11905702802786067
1101	6	-0.11846797745823778
1101	7	0.15036266480058202
1101	8	0.19204013787662433
1101	9	0.17386955443733854
1101	10-11	-0.21052628257969985
1101	12-13	0.18624415255684568
1101	14-15	0.23205917568908774
1101	16-17	0.24507699522208526
1101	18-19	0.23739930032174783
1101	20-21	0.22812921979113554
1101	22-23	0.2996466988806361
1101	24-25	0.2079953088119595
1101	26-27	0.2738133866626029
1101	28-29	0.19173105589814554
1101	30-31	0.08796676766844058
1101	32-33	0.04993940354572857
1101	34-35	0.13930455719307133
1101	36-37	0.1134630593496766
1101	38-39	-0.06758552129811335
1101	40-41	-0.06847164843445341
1101	42-43	0.07164235279460485
1101	44-45	0.0339024375431336
1101	46-47	-0.16043185730767107
1101	48-49	0.084399507479759
1101	50-51	-0.14685373739475693
1101	52-53	0.07098076126217023
1101	54-55	-0.12233297789867947
1101	56-57	-0.1286790223817249
1101	58-59	-0.15635553025546045
1101	60-61	0.04057652423932012
1101	62-63	-0.36841908436274196
1101	64-65	-0.0650983744423499
1101	66-67	-0.7092191001509178
1101	68-69	-0.13122833090381647
1101	70-71	-0.12199830795086086
1101	72-73	-0.09208507258454546
1101	74-75	-0.12313058093336338
1101	76	-0.1285143269805502
1102	1	0.08818790059445902
1102	2	0.564883808333942
1102	3	-2.264893912953376
1102	4	-0.16334078174323707
1102	5	-0.13350542464186077
1102	6	0.05743573666203616
1102	7	0.15701747495857887
1102	8	-0.02832272643528455
1102	9	-0.2795729690688802
1102	10-11	-0.1204698952303147
1102	12-13	0.01170186893813252
1102	14-15	-0.027744502585932196
1102	16-17	0.041624821069284224
1102	18-19	0.007135561936991053
1102	20-21	-0.12711018565318
1102	22-23	-0.15632018494499533
1102	24-25	-0.09415524781641693
1102	26-27	0.11709161442311
1102	28-29	-0.05056526142505646
1102	30-31	0.035259459938210114
1102	32-33	-0.1642168298773541
1102	34-35	0.06954466946948656
1102	36-37	-0.12209525445594949
1102	38-39	0.03571286049862721
1102	40-41	-0.097204559165462
1102	42-43	-0.08204585645005835
1102	44-45	0.17557855963028146
1102	46-47	0.11648511040184673
1102	48-49	0.2038275305039221
1102	50-51	0.19671225894661148
1102	52-53	0.13139670549528404
1102	54-55	0.11856852342465629
1102	56-57	0.08721843909825111
1102	58-59	-0.010923511062202351
1102	60-61	0.08510671446290985
1102	62-63	0.016041552909833
1102	64-65	0.06434167862357043
1102	66-67	0.2203707399599253
1102	68-69	0.2307638497963822
1102	70-71	0.2653130293010406
1102	72-73	0.37379004581985953
1102	74-75	0.19458030269322535
1102	76	0.0021190186106565534
1103	1	0.18324216015960104
1103	2	0.5311666079862505
1103	3	-1.571855109279504
1103	4	-0.11180828088095751
1103	5	-0.01529192979920424
1103	6	0.20305902274001397
1103	7	0.1719307118900275
1103	8	0.1889572464256375
1103	9	0.18037865130334296
1103	10-11	-0.05173556960171766
1103	12-13	-0.001197848930516443
1103	14-15	0.09709492650745943
1103	16-17	0.16449298917581956
1103	18-19	-0.01939558901452898
1103	20-21	0.14170683381431104
