	A.R1506023208	B.R1506023209	B.R1506023210	B.R1506023211	B.R1506023212	B.R1506023213	B.R1506023214
ENST00000461838.1,2.253,1.086,0.608,0.000,0.010,0.000,0.000,MTIF3
ENST00000491128.1,0.363,0.262,0.000,1.235,3.252,7.706,10.642,SMPD4
ENST00000378557.1,0.140,1.135,1.165,1.273,0.040,2.300,1.391,FAM214B
ENST00000445587.1,1.387,0.495,0.000,0.000,0.141,0.000,0.297,TIA1
ENST00000508835.1,2.058,0.582,0.000,0.000,0.000,0.000,0.000,SLC41A3
ENST00000451445.2,0.158,1.261,0.309,0.540,2.252,2.805,3.144,HACL1
ENST00000393066.3,1.918,0.524,1.026,0.289,0.000,0.000,0.117,TRIM37
ENST00000297848.3,0.633,0.107,0.179,0.000,0.121,0.161,0.000,COL14A1
ENST00000380058.3,0.447,0.097,0.000,0.000,0.202,0.000,0.000,GTPBP10
ENST00000593196.1,5.707,0.116,0.827,1.775,2.222,2.816,1.009,MAP4K1
ENST00000540285.1,1.117,1.086,0.359,0.251,0.000,0.000,0.000,ABCB9
ENST00000536657.1,1.769,0.572,0.508,0.000,0.000,0.000,0.000,WASF2
ENST00000484722.1,2.281,0.233,0.020,0.000,0.162,1.107,0.998,C15orf27
ENST00000442253.2,4.963,1.755,0.000,0.000,0.000,1.322,0.000,PAQR8
ENST00000266269.5,1.425,0.727,0.129,0.000,0.000,0.494,0.892,PATZ1
ENST00000410069.1,1.127,0.039,0.249,0.000,0.000,0.000,0.000,CCDC126
ENST00000473576.2,0.819,2.298,4.154,13.233,6.515,7.405,7.679,EBPL
ENST00000520753.1,1.816,0.640,0.070,0.000,0.000,1.032,0.520,CARD8
ENST00000273067.4,0.074,3.986,3.357,4.224,2.646,1.548,4.747,MARCH4
ENST00000571947.1,22.765,13.285,5.000,0.000,0.000,2.837,0.000,TRAPPC1
ENST00000419378.1,2.002,15.089,18.487,7.127,9.515,15.046,11.736,HMGN1
ENST00000526341.1,5.307,2.027,1.853,0.000,0.000,1.741,0.414,GPAA1
ENST00000464295.1,1.201,0.058,0.000,0.000,0.495,0.333,0.000,GPR156
ENST00000563009.1,2.151,0.126,0.747,0.000,0.626,0.892,0.467,EDC3
ENST00000490063.1,7.560,2.531,0.000,0.907,0.000,0.000,0.000,PCBP4
ENST00000525261.1,1.164,0.175,0.309,0.000,0.000,0.000,0.000,EEF1D
